,Microsoft,Apple,Amazon,Google,Facebook,Johnson & Johnson,Walmart,Procter & Gamble,JPMorgan Chase,UnitedHealth Group,Intel,Verizon,AT&T,The Home Depot,Merck,Pfizer,CocaCola,Bank of America,Netflix,Pepsi,Disney,Cisco,NVIDIA,Exxon,Abbott Laboratories,Oracle,Comcast,Adobe,Chevron,Eli Lilly,Covid-19,Pandemic,presidential election,Lockdown,Face masks,Coronavirus,Quarantine,EDD,sba loans,unemployment check,swine flu,flu,zika
2014-09-13,50.92,15.86,48.76000000000001,79.67999999999998,67.89999999999999,23.52,47.5,23.76,34.96,25.41,48.75,50.16,65.0,16.75,20.79,17.6,49.92,51.03,61.1,13.8,37.6,29.26,33.6,18.48,8.64,21.06,84.6,42.88,70.68,25.62,0.0,0.43,0.54,0.96,1.0,0.0,0.58,7.649999999999999,1.53,0.34,0.48,4.4,0.0
2014-09-14,50.92,14.64,50.35,77.75999999999998,67.19999999999999,16.8,46.5,11.88,17.48,25.41,48.75,44.08,54.0,17.75,21.56,14.0,38.4,36.54,61.75,13.8,38.40000000000001,26.95,29.4,22.0,0.0,25.110000000000007,75.19999999999997,46.23,66.88,20.13,0.0,0.58,0.61,0.69,0.61,0.0,0.84,9.3,1.53,0.23,0.48,4.1000000000000005,0.0
2014-09-15,74.48,12.81,47.7,93.12,62.99999999999999,43.2,38.5,9.24,47.88,69.3,55.25,46.36,54.0,18.25,38.5,37.2,36.48,58.59,43.55,19.6,30.0,69.3,31.8,28.16,12.06,66.42,73.32,56.95,73.72,38.43,0.0,0.55,0.86,1.11,0.72,0.0,0.62,13.2,1.41,0.3,0.5700000000000001,5.9,0.0
2014-09-16,76.0,12.2,46.11,92.16,62.3,34.08,37.0,9.24,45.6,54.67,55.9,44.84,51.0,14.75,43.12000000000001,27.200000000000006,44.8,51.66,40.3,19.8,30.0,72.38,28.8,29.48,5.94,69.66000000000001,73.32,67.0,66.12,51.24,0.0,0.58,0.84,1.41,0.37,0.0,0.48,13.65,1.77,0.47,0.8200000000000001,7.0,0.0
2014-09-17,72.2,12.81,43.99,94.08,63.7,44.16,36.5,0.0,55.48,44.66,56.55,41.8,49.0,16.25,41.58,33.6,48.0,50.4,39.0,20.0,29.6,75.46000000000002,29.4,32.12,9.0,67.23,62.04,58.96,72.2,56.12,0.0,0.74,0.95,1.7999999999999998,0.48,0.0,0.97,13.65,2.4,0.6,0.51,7.5,0.0
2014-09-18,69.92,14.03,43.46,93.12,63.7,29.76,37.5,33.0,48.64,70.84,56.55,44.84,51.0,15.5,45.43,30.4,57.6,51.03,39.65,19.0,28.8,73.15,33.0,33.44,5.94,81.0,67.67999999999999,59.63,72.96000000000002,61.0,0.0,0.59,0.78,1.56,0.62,0.0,0.74,12.15,1.41,0.3,0.7000000000000001,7.300000000000002,0.0
2014-09-19,63.84,17.08,45.05,91.2,65.1,32.16,40.5,19.47,67.64,20.79,57.2,59.28,78.0,20.25,38.5,27.6,25.6,60.48,42.25,14.2,30.0,60.83,60.0,32.56,7.02,74.52000000000002,68.61999999999999,56.28,69.16,42.7,0.0,0.63,0.99,2.4,0.5,0.0,0.51,12.45,2.1,1.0,0.73,7.1000000000000005,0.0
2014-09-20,46.36,18.91,49.29,76.8,70.0,20.64,47.0,0.0,17.48,13.09,50.7,57.76,80.0,19.5,22.33,16.8,35.2,47.88,57.85,14.6,36.0,27.72,55.8,24.64,13.68,29.97,69.56,44.89,64.6,20.74,0.0,0.44,0.5700000000000001,1.56,0.63,0.0,0.51,7.199999999999998,2.34,0.54,0.86,5.5,0.0
2014-09-21,48.64,16.47,49.82,77.75999999999998,67.89999999999999,13.44,47.0,0.0,25.84,18.48,44.2,57.76,66.0,17.25,16.94,14.4,26.24,32.76,58.5,15.8,37.6,26.95,36.0,23.76,8.459999999999999,16.200000000000006,68.61999999999999,44.22000000000001,62.32,33.55,0.0,0.44,0.92,1.38,0.86,0.0,0.46,9.9,1.74,0.3,0.39,4.800000000000002,0.0
2014-09-22,63.08,14.03,46.64,90.24,62.3,37.44,38.5,9.24,57.0,44.66,53.3,53.96,63.0,18.5,77.0,30.4,33.28,52.92,42.9,18.0,30.8,67.76,37.2,34.32,13.5,69.66000000000001,66.74,58.96,75.24,46.97,0.0,0.42,1.0,3.0,0.45,0.0,0.85,15.0,2.4,0.89,0.5700000000000001,7.4,0.0
2014-09-23,69.92,12.81,45.05,96.0,62.99999999999999,42.24,36.0,18.48,45.6,34.65,57.2,52.44,60.0,14.75,61.6,40.0,44.8,51.66,43.55,18.2,30.8,71.61,33.6,30.8,8.82,69.66000000000001,67.67999999999999,55.61000000000001,63.84,37.82,0.0,0.68,0.96,2.16,0.44,0.0,0.64,12.15,1.17,0.71,0.94,8.5,0.0
2014-09-24,66.12,13.42,43.99,92.16,63.7,47.04,37.5,18.81,44.08,60.83,56.55,47.88,55.0,16.0,48.51,35.6,45.44,50.4,40.95,19.4,31.200000000000006,76.23,34.2,33.88,12.06,78.57000000000002,65.8,58.290000000000006,63.08,47.58,0.0,0.76,0.89,1.89,0.59,0.0,0.56,11.7,1.7999999999999998,0.54,0.95,8.5,0.0
2014-09-25,67.64,14.03,43.99,91.2,62.3,36.96,38.0,9.57,60.8,50.82,53.3,45.6,52.0,15.75,43.89,32.4,39.68,49.77,40.95,18.2,31.200000000000006,77.0,28.8,33.0,9.18,76.14,65.8,61.64,73.72,40.87,0.0,0.62,0.86,1.92,0.52,0.0,0.56,13.35,1.83,0.42,0.64,8.5,0.0
2014-09-26,60.8,14.03,44.52,89.28,65.1,25.44,40.0,20.130000000000006,44.08,26.95,53.3,46.36,53.0,16.0,35.42,26.4,25.6,57.33,42.25,17.400000000000002,33.6,71.61,34.2,26.84,12.78,65.61,70.5,57.62000000000001,59.28,31.11,0.0,0.46,0.8300000000000001,1.47,0.6900000000000001,0.0,0.64,11.1,1.5,0.45,0.47,7.7,0.0
2014-09-27,45.6,15.25,48.76000000000001,85.44,70.0,12.48,46.5,18.48,24.32,39.27,47.45,47.88,60.0,17.0,15.4,17.6,44.16,47.25,57.2,14.8,40.0,26.95,35.4,27.28,11.88,23.49,70.5,42.21,53.96,20.74,0.0,0.43,0.47,0.84,0.55,0.0,0.67,8.25,1.2,0.24,1.0,6.2,0.0
2014-09-28,47.88,14.64,50.35,78.72,68.6,17.28,46.0,0.0,35.72,77.0,42.25,44.08,55.0,19.25,24.64,12.4,15.36,34.02,59.8,16.6,40.0,26.18,34.8,24.2,5.76,26.73,67.67999999999999,42.21,58.52,25.62,0.0,0.48,0.65,0.69,0.79,0.0,0.68,8.25,0.78,0.23,0.65,5.9,0.0
2014-09-29,64.6,12.2,46.11,91.2,62.3,31.68,38.0,23.43,57.76,50.05,55.9,47.88,56.0,15.75,42.35,29.200000000000006,39.04,51.66,42.9,17.6,33.2,69.3,33.6,35.64,7.56,69.66000000000001,73.32,58.290000000000006,69.16,31.72,0.0,0.54,0.89,1.23,0.34,0.0,0.78,13.65,1.59,0.71,0.38,8.700000000000001,0.0
2014-09-30,69.92,11.59,45.58000000000001,92.16,60.9,43.2,38.0,13.86,52.44,44.66,61.1,46.36,54.0,16.75,49.28,28.8,41.6,56.7,41.6,16.400000000000002,32.4,71.61,33.6,44.0,8.82,77.76,69.56,60.97000000000001,65.36,37.82,0.0,1.0,0.86,1.3199999999999998,0.81,0.0,1.0,11.85,1.59,0.44,0.75,10.0,0.0
2014-10-01,64.08,35.25,44.82,97.0,62.3,36.0,39.0,17.28,19.09,44.28,60.16,65.0,80.50999999999998,17.04,51.83,30.42,37.2,58.9,43.55,19.0,31.82,75.05,45.82,36.34,12.1,75.84,80.99000000000002,56.28,59.2,40.8,0.0,1.92,0.58,1.89,0.56,0.0,0.68,11.9,1.95,0.5,1.95,12.54,0.0
2014-10-02,65.52,33.37,44.82,95.0,62.3,31.05,39.0,12.96,38.18,55.76,56.32,59.8,77.19,14.4,49.7,30.42,44.64,53.94,44.2,18.24,32.25,72.68,51.04,33.120000000000005,16.06,79.0,81.9,57.62000000000001,51.8,38.08000000000001,0.0,2.52,0.63,2.16,0.48,0.0,1.16,10.920000000000002,0.57,0.17,1.47,12.92,0.0
2014-10-03,57.6,35.25,43.2,93.0,62.99999999999999,21.6,42.64,0.0,83.0,46.74,56.32,61.75,83.0,14.4,51.83,28.47,38.44,62.0,44.85,14.25,33.54,64.78,43.5,36.8,12.54,65.57000000000001,90.09,50.92,68.82,38.76000000000001,0.0,2.24,0.53,2.1,0.63,0.0,1.6,11.06,0.87,0.43,2.34,11.59,0.0
2014-10-04,42.48,42.77,49.68000000000001,80.0,70.0,17.1,50.44000000000001,11.16,17.43,28.7,50.56,61.75,81.33999999999997,24.0,26.27,15.6,48.36,47.74,64.35000000000001,12.54,42.57,28.44,45.82,29.44,11.66,23.700000000000006,87.36,36.85,54.76,29.24,0.0,1.96,0.37,1.68,0.62,0.0,1.04,8.120000000000001,1.08,0.42,1.14,9.31,0.0
2014-10-05,45.36,44.65,50.76000000000001,80.0,66.5,21.15,52.0,11.16,19.09,28.7,42.88,61.75,76.36,22.56,23.43,12.87,38.44,34.1,65.0,13.87,43.0,26.86,43.5,23.46,7.7,22.12,85.54,36.85,55.5,23.12,0.0,1.76,0.55,1.53,0.89,0.0,0.88,8.260000000000002,1.08,0.43,0.63,7.98,0.0
2014-10-06,61.92,34.309999999999995,45.90000000000001,92.0,60.2,45.0,41.6,25.92,24.9,61.49999999999999,51.84,61.75,80.50999999999998,20.88,36.92,33.93,55.8,51.46,44.85,13.68,35.26,68.73,39.44,37.72,12.1,63.99,84.63000000000002,53.6,56.24,42.84,0.0,1.84,0.67,1.41,0.56,0.0,0.76,11.760000000000002,0.57,1.0,1.38,12.35,0.0
2014-10-07,60.48,32.9,45.36,95.0,60.2,33.75,40.04,12.96,26.56,44.28,62.08,59.8,73.86999999999998,15.36,51.12,31.59,36.58,50.22,42.25,14.82,33.54,71.10000000000002,44.08,36.8,13.86,71.10000000000002,87.36,55.61000000000001,62.9,42.16,0.0,1.6,0.63,1.68,0.56,0.0,0.8,12.88,2.01,0.66,1.26,14.06,0.0
2014-10-08,61.2,32.9,44.82,98.0,61.6,38.25,40.04,8.64,30.71,55.76,51.84,58.5,71.38,16.32,55.38,34.71,36.58,47.74,40.95,14.44,31.82,79.0,42.92,35.42,22.0,74.26,85.54,56.95,57.72,46.92,0.0,1.92,0.53,1.5,0.77,0.0,0.96,11.340000000000002,2.04,0.25,1.44,14.63,0.0
2014-10-09,59.04,33.37,44.28,97.0,60.9,24.3,40.56,0.0,32.37,72.97999999999998,52.48,54.6,78.02,16.32,53.25,22.23,52.08,47.12,40.95,14.25,33.54,73.47,44.08,40.02,8.14,77.42,80.99000000000002,54.27,63.64,68.0,0.0,2.72,0.64,2.37,0.87,0.0,0.92,11.340000000000002,1.41,0.25,2.07,14.25,0.0
2014-10-10,61.92,33.37,45.36,96.0,62.99999999999999,24.3,41.6,13.68,28.22,58.22,56.32,57.85,73.03999999999998,18.0,49.7,20.28,52.7,56.42,43.55,13.3,34.83,63.99,45.82,39.1,9.46,66.36,80.08,52.26000000000001,65.86,23.8,0.0,2.12,0.62,1.74,0.32,0.0,1.08,11.62,1.47,0.18,1.02,13.68,0.0
2014-10-11,43.2,40.89,48.06,81.0,67.89999999999999,19.8,49.92,11.16,14.94,43.46,47.36,57.2,77.19,22.56,27.69,13.65,62.0,47.74,61.1,12.35,42.57,30.81,45.82,33.58,7.7,26.86,85.54,36.18,74.0,17.68,0.0,1.48,0.43,1.14,0.67,0.0,0.8,8.82,1.44,0.0,0.75,9.88,0.0
2014-10-12,41.76,41.36,51.3,81.0,67.19999999999999,18.0,48.88,11.16,4.98,50.02,49.92,54.6,71.38,22.08,17.04,14.43,52.08,32.86,60.45,11.78,42.14,25.28,44.08,24.380000000000006,10.34,23.700000000000006,78.26,39.53,63.64,34.68,0.0,1.88,0.46,1.02,0.88,0.0,1.04,8.96,0.72,0.53,1.89,9.88,0.0
2014-10-13,59.76,35.25,47.52,91.0,60.9,25.2,42.12000000000001,8.64,19.09,39.36,52.48,57.85,73.86999999999998,16.8,47.57,33.93,29.76,47.12,47.45,12.35,35.26,61.62000000000001,41.76,39.56,12.1,55.3,83.72,54.27,63.64,27.200000000000006,0.0,2.48,0.62,1.35,0.52,0.0,1.08,12.46,1.29,0.33,1.86,13.68,0.0
2014-10-14,61.92,31.02,46.44000000000001,98.0,60.9,37.8,39.52,8.28,39.01,32.8,58.24,57.2,72.21,16.8,52.54,27.69,53.94,47.12,41.6,14.06,32.25,65.57000000000001,40.02,37.72,19.58,75.05,81.9,56.95,59.2,59.84,0.0,1.64,0.5700000000000001,1.68,0.68,0.0,1.8,11.62,0.8999999999999999,0.73,1.53,14.25,0.0
2014-10-15,63.36,31.96,45.90000000000001,97.0,62.3,34.65,39.0,25.56,22.41,60.68,64.0,60.45,73.86999999999998,18.24,48.99,33.15,47.74,54.56,43.55,13.11,31.39,73.47,40.6,44.62000000000001,11.88,73.47,91.0,53.6,63.64,24.48,0.0,3.96,0.64,2.43,0.95,0.0,4.0,10.920000000000002,1.11,0.41,2.91,17.86,0.0
2014-10-16,61.2,47.0,45.36,97.0,62.99999999999999,37.35,41.08,17.28,30.71,50.02,60.8,56.55,73.86999999999998,17.52,55.38,33.54,40.92,49.6,43.55,13.3,30.96,67.15,48.72,46.0,12.1,68.73,81.9,56.28,56.98,44.88,0.0,4.0,0.66,3.0,0.8200000000000001,0.0,2.88,11.340000000000002,1.29,0.5,3.0,19.0,0.0
2014-10-17,56.88,42.3,44.82,96.0,63.7,32.4,42.64,13.68,19.92,46.74,62.08,59.15,77.19,19.68,46.15,24.18,31.62,55.8,45.5,13.68,32.68,63.99,46.4,32.660000000000004,9.46,66.36,81.9,56.28,55.5,40.8,0.0,3.48,0.66,1.44,0.41,0.0,2.48,11.62,0.87,0.53,2.46,16.53,0.0
2014-10-18,43.92,44.18,49.14,83.0,68.6,13.05,50.96,22.32,17.43,0.0,53.76,56.55,80.50999999999998,14.88,31.24,19.5,43.4,45.26,61.1,12.92,38.27,29.23,48.72,21.62,15.84,28.44,80.99000000000002,41.54,56.98,20.4,0.0,2.0,0.44,1.2,0.74,0.0,1.4,9.8,2.19,0.22,2.04,11.78,0.0
2014-10-19,46.08,42.3,54.0,83.0,68.6,19.8,49.4,22.32,4.98,57.4,47.36,53.3,72.21,20.16,22.01,14.82,52.08,32.24,61.1,12.35,39.56,24.49,48.72,24.84,15.4,23.700000000000006,74.62,42.21,53.28,11.56,0.0,1.6,0.5,0.96,0.77,0.0,1.2,8.96,1.77,0.32,1.26,9.31,0.0
2014-10-20,64.08,42.3,49.14,97.0,60.9,29.7,41.6,17.28,24.9,45.1,58.88,57.85,74.7,18.96,53.25,26.91,29.76,49.6,42.25,13.11,32.68,66.36,40.02,42.78,14.08,65.57000000000001,80.99000000000002,56.95,56.24,27.200000000000006,0.0,1.52,0.65,1.38,0.52,0.0,0.88,11.340000000000002,1.47,0.25,0.78,13.68,0.0
2014-10-21,64.8,41.36,46.98,98.0,60.9,24.75,40.56,16.919999999999998,26.56,82.0,59.52,59.8,71.38,18.24,53.25,30.42,47.74,50.22,40.3,15.96,31.39,77.42,41.18,30.82,7.92,71.89,77.35000000000002,54.27,56.98,40.12000000000001,0.0,1.44,0.8,1.41,0.59,0.0,0.96,14.000000000000002,1.29,0.41,0.87,13.11,0.0
2014-10-22,65.52,35.72,46.44000000000001,100.0,59.49999999999999,37.8,40.56,12.6,22.41,54.94,53.76,55.25,68.89,16.32,54.67,24.57,62.0,45.26,39.65,16.34,30.96,75.05,44.08,34.96,15.62,65.57000000000001,73.71000000000002,52.26000000000001,54.02,26.520000000000003,0.0,1.6,0.86,1.83,0.63,0.0,0.72,10.64,3.0,0.41,1.53,13.49,0.0
2014-10-23,62.64,34.309999999999995,46.44000000000001,98.0,60.2,27.45,41.08,8.64,20.75,50.02,54.4,55.25,68.89,17.52,43.31,30.03,48.36,47.12,40.3,14.82,30.96,70.31,52.78,32.2,12.1,63.99,74.62,52.26000000000001,54.76,61.2,0.0,1.44,0.7000000000000001,2.61,0.61,0.0,0.8,12.6,2.04,0.5,1.08,13.49,0.0
2014-10-24,56.16,34.309999999999995,45.36,96.0,62.99999999999999,24.3,41.6,36.0,34.03,29.52,53.76,57.85,71.38,16.08,41.18,32.76,34.72,54.56,42.9,13.11,31.82,61.62000000000001,55.1,34.5,0.0,64.78,80.99000000000002,52.93,54.02,23.8,0.0,1.96,0.71,2.61,0.5,0.0,1.84,10.920000000000002,1.35,0.43,1.62,12.92,0.0
2014-10-25,42.48,39.95,48.6,82.0,69.3,8.55,51.48,11.16,12.45,28.7,48.64,56.55,78.02,19.2,26.98,18.72,53.32,40.3,60.45,12.16,36.98,29.23,51.62,26.68,11.66,28.44,84.63000000000002,57.62000000000001,49.58,20.4,0.0,1.08,0.5700000000000001,1.29,0.85,0.0,1.64,7.56,0.72,0.0,1.41,9.31,0.0
2014-10-26,45.36,39.01,52.38,83.0,66.5,8.55,50.44000000000001,11.16,7.47,13.94,55.68,50.05,72.21,18.96,13.489999999999998,11.7,42.78,31.62,59.8,13.49,39.13,29.23,57.99999999999999,21.62,15.4,24.49,75.53,63.65000000000001,58.46,17.0,0.0,0.92,0.78,0.78,1.0,0.0,2.0,7.840000000000002,1.44,0.64,0.99,7.98,0.0
2014-10-27,61.92,32.43,49.68000000000001,96.0,60.2,17.55,43.68,16.919999999999998,18.26,65.6,54.4,54.6,73.03999999999998,16.8,71.0,28.86,54.56,45.88,40.95,14.25,32.25,64.78,40.6,38.18,17.82,63.2,75.53,67.0,59.2,35.36,0.0,1.28,1.0,1.53,0.59,0.0,3.24,12.04,1.08,0.41,1.14,11.97,0.0
2014-10-28,64.08,31.96,46.98,99.0,64.39999999999999,21.15,43.16,8.28,29.88,59.86,56.96,55.25,72.21,18.72,36.21,39.0,43.4,46.5,40.95,14.82,30.53,75.05,41.18,30.360000000000007,7.92,67.15,78.26,65.66000000000001,57.72,53.040000000000006,0.0,1.32,0.84,1.74,0.76,0.0,2.2,13.02,1.65,0.24,0.84,11.59,0.0
2014-10-29,62.64,29.61,44.82,98.0,60.9,35.55000000000001,42.12000000000001,8.28,26.56,16.4,48.0,53.3,65.57,17.52,66.74,26.52,39.68,44.02,42.9,11.97,30.53,69.52000000000001,42.92,26.68,17.6,76.63000000000002,75.53,65.66000000000001,56.24,41.48,0.0,1.4,0.88,1.83,0.72,0.0,2.52,11.48,1.08,0.32,1.05,11.21,0.0
2014-10-30,72.0,31.96,42.66,97.0,61.6,29.7,43.68,21.6,34.03,55.76,54.4,53.3,68.89,16.8,56.09,31.200000000000006,52.08,47.12,39.0,15.2,30.1,67.94,41.76,32.660000000000004,14.96,72.68,76.44,60.97000000000001,56.98,51.68000000000001,0.0,1.36,0.94,1.89,0.56,0.0,2.72,10.64,1.86,0.58,0.87,10.83,0.0
2014-10-31,63.36,31.49,39.96,96.0,64.39999999999999,19.8,45.76000000000001,18.36,20.75,36.08,54.4,54.6,68.89,14.16,40.47,26.130000000000006,51.46,58.28,46.15,12.54,30.1,63.2,38.86,39.1,6.38,67.94,78.26,52.26000000000001,52.54,34.0,0.0,1.16,0.76,1.68,0.7000000000000001,0.0,2.6,11.48,0.8999999999999999,0.44,0.51,8.55,0.0
2014-11-01,48.96,27.09,32.34,78.02,68.0,12.09,23.52,21.08,27.16,22.2,37.73,51.84,72.68,13.919999999999998,20.16,13.3,38.43,50.46,66.5,12.24,35.1,24.48,38.64,23.78,16.919999999999998,21.76,90.0,44.53,53.040000000000006,13.750000000000002,0.0,0.33,0.36,0.56,1.0,0.0,1.0,8.06,1.02,0.32,0.41,8.64,0.0
2014-11-02,50.4,27.95,34.980000000000004,78.02,65.28,21.06,24.36,20.15,36.86,42.92,33.88,48.64,62.41,13.63,26.46,11.78,12.2,35.37999999999999,70.0,13.14,38.25,21.08,39.33,29.52,13.32,19.72,79.2,45.14,62.56,15.95,0.0,0.61,0.32,0.62,0.4,0.0,0.66,7.9300000000000015,0.0,0.4,0.58,7.8,0.0
2014-11-03,67.67999999999999,23.65,31.020000000000003,90.24,58.48,28.86,20.16,11.78,57.23,25.16,38.5,48.64,63.99,14.499999999999998,48.51,23.18,47.58,57.99999999999999,41.3,14.58,28.8,57.12000000000001,34.5,31.98,12.6,53.72000000000001,88.2,59.17,56.44000000000001,41.25,0.0,1.0,0.68,0.64,0.63,0.0,0.9,11.83,1.7999999999999998,0.59,0.51,11.16,0.0
2014-11-04,65.52,22.79,30.360000000000007,90.24,58.48,33.54,19.32,15.5,92.15,74.0,40.81,46.72,61.62000000000001,16.24,44.73,30.78,28.06,48.72,49.7,14.4,28.8,65.28,43.47,34.85,9.72,56.44000000000001,74.7,61.0,63.24,55.00000000000001,0.0,0.68,1.96,0.64,0.59,0.0,0.66,13.0,2.01,0.62,0.7000000000000001,12.0,0.0
2014-11-05,66.96,21.5,29.700000000000006,91.18,57.8,33.54,17.64,26.66,71.78,48.1,40.81,44.16,55.3,13.63,51.03,25.08,27.45,42.34,36.4,14.22,27.9,63.24,41.4,26.65,16.2,57.12000000000001,74.7,60.39,62.56,37.40000000000001,0.0,0.7000000000000001,2.0,0.58,0.27,0.0,0.48,10.66,1.47,0.75,0.34,11.52,0.0
2014-11-06,68.39999999999999,22.36,31.68,92.12,58.48,35.49,19.32,30.69,60.14,40.7,43.12000000000001,46.08,57.67,16.24,54.18,31.54,34.16,42.92,39.2,14.94,30.15,59.84,44.16,24.19,12.24,61.2,86.4,56.73,57.12000000000001,32.45,0.0,0.71,0.8,1.0,0.5,0.0,0.97,9.88,1.86,1.0,1.0,11.04,0.0
2014-11-07,64.08,23.22,31.68,90.24,60.52,25.74,20.16,23.87,87.3,8.879999999999997,43.12000000000001,47.36,62.41,15.079999999999998,47.88,28.5,29.28,51.62,42.0,14.04,32.85,61.2,42.78,36.9,8.64,51.00000000000001,72.9,53.68,67.32000000000001,48.95,0.0,0.75,0.54,0.76,0.36,0.0,0.63,10.79,1.83,0.41,0.73,10.32,0.0
2014-11-08,46.8,25.37,35.64,76.14,66.64,18.33,24.36,0.0,20.37,62.9,45.43,45.44,60.83000000000001,16.82,36.54,18.24,36.6,42.92,57.4,14.22,40.05,29.92,44.16,24.6,10.62,25.16,79.2,42.09,59.16,20.9,0.0,0.4,0.24,0.46,0.73,0.0,0.36,7.41,0.99,0.0,0.39,9.36,0.0
2014-11-09,46.08,26.23,36.96,78.02,63.24,12.48,25.2,24.8,46.56,10.36,37.73,41.6,56.88,18.85,29.61,17.86,35.99,28.42,60.9,13.86,42.3,22.44,40.71,23.78,7.92,19.040000000000006,65.7,42.09,59.16,7.700000000000001,0.0,0.47,0.24,0.46,0.62,0.0,0.46,6.5,0.96,0.6,0.48,7.68,0.0
2014-11-10,64.08,23.65,33.0,90.24,58.48,27.3,21.0,31.0,97.0,33.3,44.66,45.44,59.25,13.919999999999998,44.1,29.64,25.01,45.82,41.3,14.4,32.85,57.12000000000001,38.64,30.34,8.459999999999999,53.040000000000006,74.7,53.68,61.88,30.800000000000004,0.0,0.64,0.38,0.62,0.48,0.0,0.71,9.75,1.5,0.39,0.56,10.2,0.0
2014-11-11,69.12,23.65,33.660000000000004,85.53999999999998,59.84,33.93,21.84,7.75,53.35,49.58,43.12000000000001,43.52,56.88,13.05,63.0,33.44,56.73,42.92,43.4,16.74,31.95,56.44000000000001,45.54,28.7,11.16,48.96,75.60000000000002,52.46,68.0,28.6,0.0,0.71,0.34,0.68,0.48,0.0,0.6,9.49,1.26,0.47,0.56,10.2,0.0
2014-11-12,72.0,21.93,33.660000000000004,92.12,57.12000000000001,29.25,25.2,7.75,64.02,65.86,45.43,43.52,55.3,11.89,47.88,30.4,43.92,42.92,37.8,15.3,30.6,62.56,42.09,27.06,6.3,60.52,73.8,56.12,54.40000000000001,36.3,0.0,0.62,0.34,0.76,0.25,0.0,0.45,8.84,2.25,0.62,0.85,9.84,0.0
2014-11-13,67.67999999999999,21.07,31.68,94.0,57.12000000000001,24.57,25.2,15.5,48.5,74.0,44.66,42.24,57.67,15.659999999999998,49.77,25.84,50.02,44.08,37.8,18.0,31.05,65.96000000000001,45.54,35.26,16.56,55.08000000000001,69.3,54.29,62.56,38.5,0.0,0.63,0.36,0.6,0.48,0.0,0.39,10.4,2.49,0.77,0.79,9.72,0.0
2014-11-14,63.36,22.36,32.34,90.24,57.12000000000001,28.86,24.36,11.78,32.98,42.18,43.12000000000001,46.72,63.2,16.24,40.95,33.06,61.0,53.94,41.3,14.58,32.4,60.52,40.02,31.57,10.62,52.36000000000001,77.4,49.41,62.56,23.1,0.0,0.73,0.32,0.56,0.4,0.0,0.38,10.79,0.78,0.36,0.66,8.879999999999997,0.0
2014-11-15,48.96,24.94,36.96,76.14,64.60000000000001,19.5,30.24,19.22,39.77,0.0,39.27,46.08,67.15,14.79,30.24,18.24,23.79,44.08,57.4,11.52,38.25,26.520000000000003,48.3,25.83,5.22,27.200000000000006,81.9,40.26,52.36000000000001,11.55,0.0,0.53,0.18,0.5,0.39,0.0,0.34,7.800000000000002,1.26,0.29,0.38,7.56,0.0
2014-11-16,47.52,25.8,40.26000000000001,76.14,62.56,16.77,30.24,9.61,44.62,10.36,41.58,42.24,56.09,17.98,18.27,14.06,31.11,30.74,60.9,12.42,39.6,26.520000000000003,49.67999999999999,24.19,5.22,25.16,71.10000000000002,40.26,55.08000000000001,22.55,0.0,0.35000000000000003,0.2,0.24,0.66,0.0,0.26,8.06,0.93,0.77,0.31,7.439999999999999,0.0
2014-11-17,65.52,23.22,34.980000000000004,88.36,57.12000000000001,31.200000000000006,25.2,7.439999999999999,60.14,64.38,39.27,45.44,59.25,17.689999999999994,51.66,38.0,36.6,44.66,40.6,13.32,31.05,57.8,37.26,25.42,8.1,53.040000000000006,76.5,51.85,65.96000000000001,35.75,0.0,0.49,0.34,0.68,0.52,0.0,0.41,10.92,2.46,0.91,0.88,9.36,0.0
2014-11-18,69.12,23.22,35.64,91.18,57.8,39.0,25.2,24.8,61.11,44.4,48.51,43.52,58.46,15.079999999999998,52.29,29.26,59.78,42.34,39.9,14.22,30.15,61.2,55.2,27.88,7.38,59.84,72.9,53.68,57.12000000000001,43.45,0.0,0.54,0.32,0.72,0.42,0.0,0.41,12.22,2.4,0.41,0.64,9.24,0.0
2014-11-19,68.39999999999999,22.36,35.64,94.0,57.8,39.0,25.2,16.12,58.2,34.78,43.89,42.88,58.46,14.499999999999998,44.1,30.02,42.7,44.08,37.1,15.84,29.7,65.96000000000001,51.74999999999999,32.8,12.96,68.0,69.3,56.73,66.64,23.1,0.0,0.6,0.36,0.8,0.41,0.0,0.43,10.53,2.76,0.85,0.68,9.24,0.0
2014-11-20,66.24,23.65,34.980000000000004,94.0,57.12000000000001,36.66,26.88,15.5,61.11,24.42,50.05,42.24,57.67,16.24,54.18,23.56,37.82,43.5,39.2,14.76,30.15,68.0,46.92,31.98,9.72,65.96000000000001,69.3,51.85,61.2,16.5,0.0,0.68,0.28,1.44,0.48,0.0,0.41,8.97,2.01,0.31,0.45,9.48,0.0
2014-11-21,61.92,22.79,34.980000000000004,91.18,59.16,30.03,31.92,11.78,62.08,34.04,46.2,44.16,58.46,15.95,47.25,21.66,29.28,47.56,40.6,16.2,31.95,59.84,46.23,41.0,10.8,56.44000000000001,76.5,50.02,56.44000000000001,20.9,0.0,0.5700000000000001,0.42,0.9,0.53,0.0,0.4,9.75,0.78,0.36,0.46,8.76,0.0
