,Microsoft,Apple,Amazon,Google,Facebook,Johnson & Johnson,Walmart,Procter & Gamble,JPMorgan Chase,UnitedHealth Group,Intel,Verizon,AT&T,The Home Depot,Merck,Pfizer,CocaCola,Bank of America,Netflix,Pepsi,Disney,Cisco,NVIDIA,Exxon,Abbott Laboratories,Oracle,Comcast,Adobe,Chevron,Eli Lilly,Covid-19,Pandemic,presidential election,Lockdown,Face masks,Coronavirus,Quarantine,EDD,sba loans,unemployment check,swine flu,flu,zika
2013-06-27,53.6,15.98,43.86,77.08,80.83999999999997,43.0,41.87000000000001,11.5,31.68,29.28,54.6,51.85,63.7,19.040000000000006,48.84,28.09,47.0,65.60000000000001,47.12,17.52,33.97,74.4,56.95,36.27,9.75,72.54,75.6,65.8,81.0,27.0,0.0,0.64,0.64,0.43,0.6,0.0,0.71,17.82,1.56,1.3,0.61,2.07,0.0
2013-06-28,48.24,16.32,43.86,77.08,83.66,34.83,42.93,17.94,25.92,21.35,51.1,52.46,65.0,20.160000000000004,38.28,26.5,29.14,79.2,50.92,14.64,34.83,64.0,55.61000000000001,32.370000000000005,18.25,58.5,79.8,55.3,85.5,45.6,0.0,0.48,0.48,0.53,0.44,0.0,0.59,16.94,2.28,0.74,0.64,2.22,0.0
2013-06-29,38.19000000000001,17.34,47.94,79.53999999999998,87.42,22.79,49.82,21.62,23.76,0.0,44.8,53.68,63.05,24.360000000000007,22.44,8.48,17.39,65.60000000000001,63.84,17.759999999999994,40.42,30.4,53.6,31.200000000000006,17.0,24.96,76.44,53.2,70.2,12.0,0.0,0.59,0.42,0.31,0.64,0.0,0.41,12.32,1.96,0.88,0.64,2.28,0.0
2013-06-30,36.85,17.68,51.0,77.89999999999998,88.36,18.06,53.0,14.72,12.24,10.37,46.2,50.63,65.0,27.160000000000004,15.84,20.67,35.25,49.6,66.12,19.92,43.0,29.6,56.28,22.23,7.25,24.18,71.39999999999998,51.8,74.7,14.4,0.0,0.52,0.53,0.42,0.6,0.0,0.53,15.18,2.96,1.18,0.9,1.92,0.0
2013-07-01,55.68,28.8,47.17,75.2,80.99000000000002,30.72,44.82,0.0,39.0,33.0,49.58000000000001,62.37,62.99999999999999,19.0,40.95,22.36,23.92,80.50999999999998,56.24,15.5,31.02,62.40000000000001,52.26000000000001,36.08,4.75,67.76,84.28,65.32,93.0,24.0,0.0,0.53,0.76,0.78,0.43,0.0,0.84,20.25,2.04,0.88,0.3,2.07,0.0
2013-07-02,58.88,29.44,46.64,74.4,82.81,30.72,44.82,0.0,45.75,38.94000000000001,61.64,62.37,60.9,22.75,44.2,23.65,9.2,80.50999999999998,57.0,14.25,30.55,70.4,56.95,34.03,6.46,70.07000000000001,79.12,61.77,77.0,60.0,0.0,0.6900000000000001,0.52,0.85,0.67,0.0,0.53,21.25,2.04,1.68,0.68,2.07,0.0
2013-07-03,55.04,28.8,46.64,76.0,83.72,38.88,45.90000000000001,8.4,53.25,23.1,56.95,58.59,58.1,21.5,40.95,18.49,24.380000000000006,83.0,53.96,19.25,29.61,64.0,50.25,38.13,4.94,65.45,73.96,58.93,83.0,34.2,0.0,0.62,0.68,0.93,0.7000000000000001,0.0,0.52,19.75,2.13,1.0,0.42,1.74,0.0
2013-07-04,40.32,31.36,48.76000000000001,77.60000000000002,90.09,17.759999999999994,54.0,10.2,30.0,0.0,53.6,51.03,48.3,23.0,25.35,15.05,11.5,60.59,65.36,25.0,32.9,32.800000000000004,58.96,29.52,0.0,33.88,60.2,48.28,78.0,19.2,0.0,0.67,0.88,1.0,0.6,0.0,0.32,13.5,1.74,0.5,0.39,1.59,0.0
2013-07-05,44.8,27.52,46.64,76.0,88.27,15.36,48.06,9.6,39.0,26.4,52.26000000000001,63.0,59.49999999999999,20.25,27.95,14.62,25.3,81.33999999999997,60.04,19.25,30.55,45.6,50.92,36.08,9.69,45.43,77.4,50.41,80.0,39.0,0.0,1.0,0.67,0.51,0.68,0.0,0.63,15.5,1.65,0.52,0.41,1.86,0.0
2013-07-06,39.68,29.12,50.35,76.80000000000003,91.0,16.8,50.22000000000001,10.2,27.0,21.12,51.59,56.07,54.6,21.5,16.900000000000002,12.47,46.0,67.22999999999999,71.44,19.5,34.309999999999995,30.4,48.24,28.7,5.32,21.56,75.67999999999998,44.73,80.0,7.199999999999998,0.0,0.85,0.7000000000000001,0.67,0.85,0.0,0.63,10.75,1.71,0.56,0.52,2.1,0.0
2013-07-07,37.12,30.08,52.47000000000001,76.0,89.18,14.88,49.68000000000001,20.7,16.5,20.46,51.59,53.55,51.1,25.0,23.4,7.31,45.08000000000001,52.29,73.72,17.5,34.78,25.6,52.26000000000001,38.13,6.08,19.25,67.94,48.28,84.0,11.4,0.0,0.94,0.61,0.45,0.8,0.0,0.55,15.25,3.0,0.88,0.68,1.74,0.0
2013-07-08,54.4,29.12,47.7,80.0,83.72,39.84,42.66,12.0,51.0,54.78,48.91,58.59,61.6,19.25,53.95,27.52,26.68,75.53,57.76,17.5,31.96,65.60000000000001,42.88,35.26,12.73,65.45,80.84,58.93,93.0,27.0,0.0,0.65,0.8300000000000001,0.7000000000000001,1.0,0.0,0.8300000000000001,19.75,2.94,1.4,0.47,2.13,0.0
2013-07-09,56.96,29.76,47.7,79.2,85.54,48.0,41.58000000000001,24.3,47.25,54.78,58.290000000000006,57.96,57.4,15.5,65.0,25.8,20.7,74.7,53.2,17.25,32.43,71.2,45.56,38.13,8.36,71.61,79.98,63.9,85.0,29.4,0.0,0.65,0.68,0.6900000000000001,0.6,0.0,0.8,21.5,2.7,1.56,1.0,1.92,0.0
2013-07-10,59.52,29.12,47.17,78.4,84.63000000000002,38.88,41.040000000000006,8.1,34.5,38.94000000000001,56.95,58.59,56.7,20.0,53.3,30.1,39.1,72.21,51.68,15.5,30.55,69.60000000000001,49.58000000000001,37.72,4.75,76.23,83.42,71.0,84.0,44.4,0.0,0.68,0.52,0.61,0.6,0.0,0.65,15.5,2.49,0.7000000000000001,0.67,2.07,0.0
2013-07-11,64.0,28.48,46.11,76.80000000000003,82.81,33.6,41.040000000000006,8.1,59.25,33.660000000000004,56.95,57.33,53.9,19.25,39.65,27.09,24.380000000000006,73.03999999999998,54.72,17.5,31.02,72.0,48.24,31.98,10.83,74.69,79.12,68.16,91.0,54.0,0.0,0.99,0.59,0.58,0.71,0.0,0.85,17.0,2.31,0.98,0.28,1.92,0.0
2013-07-12,56.32,27.84,45.58000000000001,76.0,84.63000000000002,28.32,42.12000000000001,16.8,64.5,45.54,58.290000000000006,58.59,60.2,20.5,40.3,25.8,18.86,82.17,55.48,15.75,29.61,65.60000000000001,49.58000000000001,40.18,5.51,67.76,75.67999999999998,61.77,73.0,40.2,0.0,0.92,1.0,0.7000000000000001,0.73,0.0,0.71,18.0,2.13,1.64,0.21,1.83,0.0
2013-07-13,42.24,30.4,49.82,78.4,89.18,17.28,48.6,30.0,42.0,13.86,54.27,56.07,53.2,21.5,22.75,12.47,18.4,65.57,68.4,15.0,35.25,31.200000000000006,53.6,29.93,3.99,23.87,74.82,52.54,80.0,14.4,0.0,0.89,0.68,0.62,0.5700000000000001,0.0,0.53,13.25,1.68,0.54,0.33,1.53,0.0
2013-07-14,40.32,28.48,50.35,75.2,89.18,10.08,48.06,0.0,25.5,26.4,49.58000000000001,47.88,48.3,21.25,23.4,13.76,7.36,48.97,69.16,17.25,35.25,29.6,54.27,25.83,7.79,23.1,65.36,45.44,85.0,18.6,0.0,0.8200000000000001,0.72,0.44,0.74,0.0,0.6900000000000001,14.5,0.0,0.54,0.49,1.35,0.0
2013-07-15,60.8,27.84,47.7,75.2,81.9,30.24,42.66,16.2,47.25,21.78,58.290000000000006,57.96,56.7,16.75,48.1,22.79,14.72,78.02,56.24,16.75,33.37,64.8,54.94000000000001,33.21,7.41,64.68,84.28,65.32,91.0,30.0,0.0,0.81,0.48,0.59,0.67,0.0,0.99,20.0,2.04,1.58,0.94,1.89,0.0
2013-07-16,58.24,27.2,46.64,75.2,82.81,27.84,40.5,15.9,51.0,21.78,57.62000000000001,57.96,60.2,19.75,42.25,21.93,20.7,77.19,52.44,17.75,31.96,76.0,50.92,37.31,6.2700000000000005,74.69,84.28,65.32,88.0,35.4,0.0,0.72,0.61,0.5,0.73,0.0,0.71,21.25,1.7999999999999998,2.0,0.53,1.98,0.0
2013-07-17,58.24,27.52,47.17,74.4,81.9,43.2,41.58000000000001,8.1,42.75,21.78,67.0,59.85,59.49999999999999,18.5,50.05,24.51,23.92,73.86999999999998,53.2,17.75,32.43,74.4,52.93,32.39,7.41,71.61,80.84,69.58,87.0,36.0,0.0,0.6,0.96,0.53,0.7000000000000001,0.0,0.72,17.25,2.04,0.62,0.81,1.83,0.0
2013-07-18,60.16,26.88,45.58000000000001,74.4,81.9,30.72,42.12000000000001,0.0,52.5,61.38,65.66000000000001,56.7,57.4,20.0,46.8,20.21,15.18,74.7,54.72,19.5,31.96,73.60000000000002,56.28,37.31,9.69,70.84,73.96,63.19,88.0,33.6,0.0,0.72,0.6,0.89,0.85,0.0,0.89,16.75,2.55,1.16,0.55,1.92,0.0
2013-07-19,57.6,27.52,46.11,74.4,82.81,30.72,43.74,8.4,42.0,28.380000000000006,60.3,58.59,62.3,18.0,52.0,19.35,9.2,80.50999999999998,57.0,15.25,34.78,64.0,55.61000000000001,28.7,8.36,68.53,76.53999999999998,58.93,89.0,31.2,0.0,0.45,0.9,0.53,0.52,0.0,1.0,17.5,1.17,1.18,0.35000000000000003,1.83,0.0
2013-07-20,44.8,29.76,50.35,74.4,86.45,11.52,49.14,30.0,18.75,13.86,54.27,55.44,61.6,21.5,18.85,15.91,11.04,64.74,69.92,18.75,47.0,32.0,54.94000000000001,25.42,7.79,24.64,79.98,45.44,87.0,18.6,0.0,0.63,0.73,0.68,0.79,0.0,0.6900000000000001,14.0,1.41,0.8200000000000001,0.37,1.35,0.0
2013-07-21,43.52,30.4,52.47000000000001,75.2,88.27,25.44,49.68000000000001,10.2,18.75,20.46,54.27,52.92,55.3,22.0,22.1,11.18,26.22,51.46,75.24,17.5,39.95,28.0,48.91,23.37,3.99,19.25,69.66,40.47,82.0,22.8,0.0,0.64,0.91,0.59,0.84,0.0,0.86,13.75,1.44,0.78,0.51,2.13,0.0
2013-07-22,58.24,28.8,49.29,72.0,80.08,30.24,41.58000000000001,8.1,70.5,21.78,54.27,56.7,66.5,20.75,50.7,27.09,17.94,71.38,58.52,16.5,33.37,64.8,51.59,30.34,12.54,65.45,79.12,58.22,89.0,38.4,0.0,0.46,0.61,0.63,0.43,0.0,0.7000000000000001,19.5,2.25,0.96,0.46,1.89,0.0
2013-07-23,61.44,30.72,47.7,72.8,80.99000000000002,40.32,39.96,12.0,46.5,64.68,60.3,61.11,66.5,17.5,45.5,25.37,17.48,70.55,56.24,17.25,31.96,80.0,46.23,38.95,5.13,73.15,76.53999999999998,67.45,91.0,26.4,0.0,0.59,0.65,0.63,0.53,0.0,0.52,21.5,2.91,1.12,0.53,1.86,0.0
2013-07-24,59.52,29.76,47.17,72.8,81.9,38.4,39.96,16.2,68.25,54.78,63.65000000000001,59.22,66.5,16.75,55.9,22.36,35.88,71.38,52.44,19.25,32.43,74.4,54.27,34.03,5.32,72.38,75.67999999999998,68.16,91.0,57.0,0.0,0.58,0.79,0.55,0.8,0.0,0.71,20.75,0.8999999999999999,1.4,0.4,2.79,0.0
2013-07-25,58.24,29.12,48.23,76.0,80.99000000000002,46.08,39.42,16.5,41.25,56.1,59.63,55.44,65.8,19.0,42.9,27.52,15.18,70.55,53.96,16.25,31.49,73.60000000000002,50.25,41.0,8.55,66.99,77.4,59.64,84.0,33.6,0.0,0.75,0.84,0.54,0.71,0.0,0.73,18.5,1.83,0.8,0.31,3.0,0.0
2013-07-26,53.76,29.12,47.17,75.2,83.72,39.84,42.12000000000001,8.4,51.75,23.1,57.62000000000001,57.96,70.0,19.75,41.6,26.66,6.44,78.85,56.24,18.5,30.08,69.60000000000001,43.55,31.57,7.79,66.22,81.7,57.51,88.0,25.2,0.0,0.65,0.72,0.62,0.42,0.0,0.91,16.5,2.37,0.74,0.35000000000000003,2.31,0.0
2013-07-27,42.88,31.04,50.88,76.80000000000003,87.36,22.08,48.06,10.2,15.75,27.72,49.58000000000001,56.7,64.39999999999999,18.0,22.1,8.6,26.22,63.91,69.92,18.5,37.13,28.8,53.6,27.06,5.89,25.41,79.98,49.7,88.0,22.2,0.0,0.91,0.65,0.5,0.46,0.0,0.62,12.25,1.98,0.66,0.63,2.43,0.0
2013-07-28,44.16,32.0,53.0,74.4,85.54,22.08,49.14,10.2,48.0,20.46,52.26000000000001,52.92,62.99999999999999,22.5,26.65,15.05,7.36,53.12,76.0,23.75,36.66,28.0,47.57,21.73,3.99,26.95,68.8,47.57,100.0,11.4,0.0,0.77,0.78,0.45,0.59,0.0,0.66,16.75,1.71,1.1,0.67,1.98,0.0
2013-07-29,56.32,29.44,51.94000000000001,72.0,80.99000000000002,26.88,43.2,16.2,47.25,60.06,56.95,59.22,67.89999999999999,18.25,48.75,33.54,9.2,70.55,58.52,17.25,31.96,70.4,41.54,35.26,9.5,70.84,84.28,58.93,88.0,27.0,0.0,0.52,0.86,0.46,0.53,0.0,0.8,18.25,2.7,1.48,0.4,2.4,0.0
2013-07-30,58.88,29.76,50.88,73.60000000000002,81.9,32.64,41.040000000000006,16.2,42.75,33.0,56.95,59.85,70.0,17.25,63.7,43.0,14.72,75.53,55.48,19.5,31.96,76.80000000000003,51.59,36.08,19.0,75.46000000000002,82.56,65.32,93.0,45.0,0.0,0.68,0.85,0.6900000000000001,0.8,0.0,0.77,25.0,2.46,1.04,0.6,2.25,0.0
2013-07-31,59.52,28.8,49.29,73.60000000000002,80.99000000000002,37.44,42.12000000000001,24.3,75.0,66.0,62.31,59.85,70.0,16.75,61.1,32.25,23.92,77.19,55.48,16.75,30.55,76.0,67.0,32.39,4.18,77.0,86.0,66.74,94.0,50.4,0.0,0.63,0.76,0.61,0.7000000000000001,0.0,0.9,24.0,1.7999999999999998,0.96,0.3,2.19,0.0
2013-08-01,57.67,27.39,47.6,75.53,82.72,41.36,42.40000000000001,14.82,72.2,60.75,62.31,56.64,73.47,20.16,49.14,32.3,17.1,77.89999999999998,55.5,17.94,34.65,58.22,62.40000000000001,39.0,18.27,72.68,74.52000000000002,63.9,89.0,34.16,0.0,0.68,0.6900000000000001,0.41,1.0,0.0,0.97,22.0,1.5,1.18,0.42,2.28,0.0
2013-08-02,56.94,27.39,47.040000000000006,74.7,83.6,31.49,46.11,7.800000000000002,76.0,68.25,67.0,59.0,79.0,20.16,42.84,28.5,14.4,82.0,57.72,18.4,34.2,59.04,65.0,26.130000000000006,11.76,63.99,75.44,59.64,90.0,40.26,0.0,0.65,0.41,0.42,0.56,0.0,0.67,18.26,1.56,1.24,0.87,2.36,0.0
2013-08-03,43.8,30.69,51.52,77.19,86.24,20.21,51.41,23.01,28.88,23.25,50.92,53.1,72.68,23.28,23.94,17.1,17.1,65.6,70.3,18.4,38.25,31.16,63.7,20.67,13.02,23.700000000000006,70.84,53.25,83.0,18.91,0.0,0.65,0.56,0.25,0.58,0.0,0.56,13.64,1.59,1.24,0.72,2.24,0.0
2013-08-04,44.53,30.69,52.64000000000001,73.86999999999998,87.12,17.39,53.0,0.0,17.48,0.0,56.95,51.33,71.89,19.44,22.05,14.06,17.55,48.38,73.26,21.85,38.25,25.42,62.40000000000001,23.4,7.14,22.12,64.4,48.99,97.0,15.25,0.0,0.68,0.78,0.38,0.88,0.0,0.5700000000000001,15.18,0.8099999999999999,1.68,0.63,2.56,0.0
2013-08-05,59.13,28.71,49.28,74.7,80.08,42.77,45.05,14.82,46.36,42.0,58.96,54.28,75.84,19.68,44.73,35.34,20.7,72.16,55.5,18.17,33.75,62.31999999999999,51.35,26.52,18.27,60.040000000000006,80.04,58.93,90.0,26.23,0.0,0.87,0.62,0.47,0.77,0.0,0.67,18.7,2.58,1.52,0.59,2.52,0.0
2013-08-06,61.32,29.040000000000006,50.96000000000001,73.03999999999998,79.2,28.67,42.40000000000001,10.92,46.36,36.75,62.98,54.87,79.0,19.68,63.0,35.34,20.7,68.06,55.5,18.4,35.1,64.78,54.6,25.74,6.3,70.31,75.44,64.61,100.0,37.82,0.0,0.5,0.49,0.48,0.53,0.0,0.6,20.46,2.13,2.0,0.58,2.36,0.0
2013-08-07,59.86,28.71,48.16,75.53,82.72,47.0,41.87000000000001,11.31,63.08,75.0,59.63,55.46,75.05,18.24,45.99,38.0,20.7,67.24,52.54,20.24,33.75,63.13999999999999,61.1,23.4,12.6,67.15,75.44,65.32,92.0,37.82,0.0,0.56,0.62,0.37,0.76,0.0,0.72,16.94,1.05,1.84,0.67,2.64,0.0
2013-08-08,61.32,28.05,47.040000000000006,73.03999999999998,81.84,35.72,40.81,7.41,56.24,37.5,63.65000000000001,54.87,76.63000000000002,23.28,53.55,33.06,45.0,66.42,53.28,16.560000000000002,33.300000000000004,66.42,59.8,23.01,21.0,66.36,72.68,66.74,86.0,48.19,0.0,0.6900000000000001,0.6,0.51,0.46,0.0,0.63,15.84,1.92,1.66,0.75,2.72,0.0
2013-08-09,55.48,27.72,47.040000000000006,76.36,85.36,23.03,45.05,7.800000000000002,45.6,43.5,60.3,54.28,77.42,18.72,40.32,30.02,25.2,74.61999999999998,54.76,18.630000000000006,35.1,58.22,54.6,26.91,18.9,56.88,77.28,56.8,94.0,31.11,0.0,0.74,0.62,0.62,0.76,0.0,0.78,15.4,2.22,1.22,0.65,2.28,0.0
2013-08-10,45.26,30.03,50.40000000000001,74.7,88.0,15.51,51.41,18.72,41.04,29.25,50.92,51.92,71.89,19.68,22.05,12.16,17.1,62.31999999999999,70.3,20.01,38.25,29.52,61.1,23.79,20.79,22.91,71.76,47.57,81.0,12.2,0.0,0.63,0.51,0.41,0.86,0.0,0.67,12.54,1.98,0.8200000000000001,0.77,2.08,0.0
2013-08-11,46.72,31.35,53.76000000000001,74.7,87.12,25.85,51.94000000000001,23.79,17.48,18.0,54.94000000000001,49.56,72.68,19.2,20.79,14.82,26.1,45.1,74.0,23.0,42.3,28.7,59.15,22.23,0.0,21.33,65.32000000000001,48.28,84.0,17.69,0.0,0.85,0.76,0.39,0.8,0.0,0.46,14.96,0.8099999999999999,0.86,0.63,2.8000000000000003,0.0
2013-08-12,60.59,29.040000000000006,48.72000000000001,75.53,80.08,40.89,44.52,14.82,65.36,65.25,56.28,53.69,79.0,22.32,46.62,36.86,10.35,65.6,57.72,16.79,38.7,60.68,56.55,22.62,12.6,66.36,78.2,59.64,93.0,40.26,0.0,0.62,0.73,0.4,0.8,0.0,0.7000000000000001,20.46,3.0,1.18,0.91,2.48,0.0
2013-08-13,62.78,29.37,47.6,75.53,79.2,45.59,41.87000000000001,14.43,55.48,41.25,58.96,53.1,74.26,20.4,44.1,30.02,13.5,68.06,55.5,14.95,36.0,63.13999999999999,53.95,28.86,5.46,79.0,72.68,61.77,92.0,61.0,0.0,0.64,0.53,0.63,0.98,0.0,0.95,20.9,2.31,1.48,0.89,2.92,0.0
2013-08-14,67.16,30.03,48.72000000000001,75.53,81.84,26.32,41.87000000000001,15.21,52.44,57.0,62.98,54.28,71.10000000000002,17.52,48.51,31.92,13.95,66.42,52.54,18.17,33.75,76.25999999999998,58.5,23.01,9.87,77.42,73.60000000000002,66.03,89.0,38.43,0.0,0.55,0.75,0.4,0.7000000000000001,0.0,0.64,16.94,2.25,1.86,0.33,2.8000000000000003,0.0
2013-08-15,62.05,28.71,46.48,75.53,80.08,44.65,42.93,15.21,64.6,42.75,64.32000000000001,53.1,72.68,17.04,40.32,26.98,17.55,72.16,51.8,17.94,33.75,82.0,56.55,33.54,14.28,70.31,77.28,61.06,91.0,42.7,0.0,0.52,0.59,0.42,0.85,0.0,0.95,16.06,2.61,1.02,0.68,2.8000000000000003,0.0
2013-08-16,58.4,28.05,47.040000000000006,75.53,79.2,41.36,43.46,39.0,31.92,9.75,58.290000000000006,54.87,76.63000000000002,17.52,50.4,24.7,18.0,77.89999999999998,53.28,20.47,34.2,63.96,55.25,26.91,10.29,67.94,81.88000000000002,61.77,87.0,33.55,0.0,0.53,0.93,0.37,0.8,0.0,0.88,15.84,1.11,1.58,0.43,3.0,0.0
2013-08-17,48.18,30.360000000000007,52.08000000000001,78.85,86.24,28.67,49.29,0.0,14.44,35.25,54.27,50.74,74.26,19.92,18.9,11.4,17.1,62.31999999999999,65.86,18.630000000000006,40.5,27.88,60.45,17.16,7.77,26.07,87.4,47.57,86.0,7.32,0.0,0.56,0.85,0.54,0.7000000000000001,0.0,0.8200000000000001,10.12,1.59,1.24,0.41,2.6,0.0
2013-08-18,47.45,30.69,55.44000000000001,74.7,85.36,13.63,50.88,0.0,22.8,23.25,52.93,49.56,71.10000000000002,23.76,20.16,18.24,29.7,46.74,71.03999999999998,21.62,45.0,28.7,61.75,15.6,5.25,26.07,69.92,46.86,85.0,22.57,0.0,0.63,0.72,0.3,0.7000000000000001,0.0,0.48,13.64,1.17,1.04,0.62,2.28,0.0
2013-08-19,65.7,28.380000000000006,56.00000000000001,76.36,78.32000000000002,45.12,42.40000000000001,22.23,57.76,36.75,58.96,51.92,74.26,20.88,47.25,25.46,17.55,67.24,54.02,17.94,44.1,64.78,52.65,25.74,6.93,69.52000000000001,80.96000000000002,59.64,90.0,37.82,0.0,0.49,0.47,0.29,0.5,0.0,0.96,19.36,2.34,0.84,0.63,3.12,0.0
2013-08-20,69.35,28.380000000000006,48.72000000000001,76.36,80.96,43.24,40.81,14.82,60.04,27.75,62.31,54.28,75.84,17.28,44.73,27.36,34.2,68.88,52.54,16.79,38.25,66.42,50.05,27.3,6.93,67.94,78.2,63.19,94.0,34.16,0.0,0.6900000000000001,0.64,0.49,0.59,0.0,0.93,20.02,2.76,1.16,0.49,3.2,0.0
2013-08-21,69.35,28.71,48.72000000000001,78.02,81.84,41.36,40.28,15.21,58.52,33.0,67.0,53.1,71.10000000000002,17.28,44.1,23.94,34.65,65.6,50.32,16.79,35.55000000000001,66.42,53.3,25.35,16.8,71.10000000000002,72.68,66.74,94.0,28.06,0.0,0.66,0.52,0.72,0.3,0.0,0.63,17.16,1.71,1.0,0.75,3.64,0.0
2013-08-22,68.62,28.05,48.16,81.33999999999997,79.2,39.95,40.28,15.21,61.56,47.25,58.96,53.1,73.47,20.16,51.03,28.12,17.55,65.6,52.54,17.02,33.300000000000004,68.06,54.6,27.69,7.14,67.15,72.68,66.03,80.0,44.53,0.0,0.55,0.48,0.54,0.37,0.0,1.0,16.06,1.5,0.68,1.0,3.4,0.0
2013-08-23,68.62,29.040000000000006,46.48,80.50999999999998,80.96,28.2,42.40000000000001,7.800000000000002,63.08,24.0,59.63,51.33,72.68,17.28,46.62,28.88,18.0,69.7,51.06,19.32,32.85,54.94,52.0,24.96,11.55,60.83000000000001,83.72,58.93,83.0,50.02,0.0,0.54,0.51,0.55,0.58,0.0,0.65,14.08,1.53,1.38,0.6900000000000001,2.92,0.0
2013-08-24,51.83,30.360000000000007,50.40000000000001,78.85,86.24,22.09,49.82,9.36,17.48,34.5,55.61000000000001,50.15,69.52000000000001,18.96,28.98,15.2,34.2,58.22,68.08,18.4,40.95,30.34,63.7,21.84,5.25,28.44,74.52000000000002,51.12,79.0,25.01,0.0,0.74,0.56,0.31,0.45,0.0,0.71,11.22,2.4,1.04,0.62,2.72,0.0
2013-08-25,51.1,31.020000000000003,53.76000000000001,78.85,86.24,15.04,49.29,8.97,11.4,11.25,56.95,47.79,67.94,24.0,21.42,15.58,29.7,46.74,70.3,18.86,40.05,26.24,62.40000000000001,25.74,5.25,26.07,68.08,51.83,86.0,10.98,0.0,0.58,0.61,0.46,0.6900000000000001,0.0,0.55,13.2,2.1,0.42,0.92,2.48,0.0
2013-08-26,68.62,27.72,47.6,79.67999999999998,75.68,32.9,39.22,10.53,51.68,58.5,56.95,52.51,64.78,18.72,44.1,30.4,20.25,61.49999999999999,51.06,20.01,29.25,62.31999999999999,48.75,23.4,7.979999999999999,65.57000000000001,76.36,58.93,82.0,32.33,0.0,0.66,0.53,0.64,0.7000000000000001,0.0,0.58,18.04,2.76,1.28,0.96,3.08,0.0
2013-08-27,70.81,29.040000000000006,49.28,81.33999999999997,77.44,44.65,39.75,21.45,60.04,31.5,61.64,48.97,68.73,17.52,43.47,34.58,13.05,63.96,49.58,16.1,29.7,65.6,49.4,24.18,9.45,71.89,70.84,68.16,89.0,40.26,0.0,0.56,0.42,0.8200000000000001,0.44,0.0,0.98,20.02,2.46,1.6,0.8,3.8,0.0
2013-08-28,73.0,28.71,47.040000000000006,82.17,79.2,39.48,38.69000000000001,14.43,47.12,18.0,56.28,51.33,70.31,14.88,46.62,28.12,26.55,61.49999999999999,48.84,17.48,28.8,61.49999999999999,54.6,22.23,10.92,70.31,73.60000000000002,66.74,79.0,59.78,0.0,0.53,0.76,0.84,0.29,0.0,0.64,16.28,2.07,1.46,0.49,3.56,0.0
2013-08-29,68.62,28.71,47.040000000000006,83.0,78.32000000000002,32.9,38.69000000000001,14.82,55.48,55.5,58.290000000000006,50.15,65.57000000000001,21.12,48.51,34.2,17.1,63.96,48.1,16.330000000000002,29.25,63.13999999999999,57.2,28.47,19.32,73.47,74.52000000000002,71.0,72.0,43.31,0.0,0.59,0.73,0.8,0.42,0.0,0.65,16.28,1.89,0.5,0.9,4.0,0.0
2013-08-30,64.24,28.380000000000006,46.48,81.33999999999997,80.08,32.43,43.46,19.11,53.2,48.0,56.28,56.05,74.26,18.48,44.73,20.52,14.4,79.53999999999998,51.8,17.94,30.15,56.58,56.55,30.81,11.55,58.46,89.24000000000002,60.35,82.0,25.01,0.0,1.0,1.0,1.0,0.41,0.0,0.77,15.84,0.6599999999999999,0.52,0.64,3.44,0.0
2013-08-31,46.72,33.0,49.84,77.19,82.72,24.44,50.35,0.0,41.8,22.5,49.58000000000001,53.1,75.84,19.92,18.27,10.26,16.650000000000002,65.6,68.08,16.330000000000002,38.25,27.88,52.65,20.67,5.04,22.12,92.0,46.86,81.0,14.64,0.0,0.58,0.5700000000000001,0.58,0.68,0.0,0.51,9.9,2.31,0.4,0.4,3.12,0.0
2013-09-01,45.24,14.04,49.92,65.7,82.0,17.5,50.49,10.8,15.0,12.74,42.88,35.64,43.0,23.0,25.08,9.12,45.24,46.5,69.84,16.400000000000002,39.2,27.72,53.69,23.200000000000006,12.72,14.94,71.89,49.7,67.89,22.1,0.0,0.5,0.5700000000000001,0.68,1.0,0.0,0.38,14.3,1.62,0.7000000000000001,0.34,2.34,0.0
2013-09-02,52.26000000000001,14.580000000000002,52.0,67.5,79.53999999999998,19.0,51.0,0.0,33.75,23.66,47.36,40.26000000000001,42.14,20.47,21.78,10.64,29.64,50.25,72.0,20.0,40.0,32.34,59.0,28.0,17.28,21.58,67.34,49.7,73.47,13.65,0.0,0.64,0.45,0.66,0.46,0.0,0.76,11.7,0.75,1.16,0.31,2.52,0.0
2013-09-03,78.0,13.5,46.28,68.4,74.61999999999998,39.0,38.25,12.6,75.0,51.87000000000001,53.12000000000001,41.58000000000001,48.16,16.1,62.040000000000006,26.98,32.24,75.0,50.4,16.400000000000002,28.8,66.99,53.69,27.6,14.64,48.14,83.72,62.99999999999999,58.59,46.15,0.0,0.44,0.65,0.78,0.28,0.0,0.51,20.54,1.89,0.98,0.45,3.78,0.0
2013-09-04,70.98,13.5,44.2,70.2,73.8,43.5,37.23,25.2,28.5,51.87000000000001,52.48,40.26000000000001,44.72,16.330000000000002,66.0,28.12,26.0,72.75,47.52,18.0,28.4,74.69,50.15,31.200000000000006,11.76,55.61,79.17,65.8,62.31,46.15,0.0,0.65,0.79,1.24,0.28,0.0,0.73,21.84,2.1,1.66,0.63,3.96,0.0
