date,Bank of America
2017-05-10,36.34
2017-05-11,37.260000000000005
2017-05-12,43.7
2017-05-13,37.72
2017-05-14,23.46
2017-05-15,40.02
2017-05-16,40.480000000000004
2017-05-17,37.260000000000005
2017-05-18,36.34
2017-05-19,41.86
2017-05-20,35.88
2017-05-21,24.380000000000003
2017-05-22,37.260000000000005
2017-05-23,37.260000000000005
2017-05-24,35.42
2017-05-25,36.800000000000004
2017-05-26,44.620000000000005
2017-05-27,37.72
2017-05-28,23.92
2017-05-29,27.14
2017-05-30,41.4
2017-05-31,46.0
2017-06-01,43.61
2017-06-02,45.57
2017-06-03,39.2
2017-06-04,24.009999999999998
2017-06-05,40.18
2017-06-06,39.69
2017-06-07,37.24
2017-06-08,35.769999999999996
2017-06-09,42.14
2017-06-10,35.28
2017-06-11,24.5
2017-06-12,37.73
2017-06-13,36.75
2017-06-14,36.26
2017-06-15,40.18
2017-06-16,43.12
2017-06-17,37.24
2017-06-18,22.54
2017-06-19,37.73
2017-06-20,37.24
2017-06-21,35.28
2017-06-22,36.75
2017-06-23,40.18
2017-06-24,33.32
2017-06-25,22.54
2017-06-26,38.22
2017-06-27,37.24
2017-06-28,35.769999999999996
2017-06-29,39.69
2017-06-30,49.0
2017-07-01,49.47
2017-07-02,30.09
2017-07-03,51.0
2017-07-04,32.13
2017-07-05,44.88
2017-07-06,45.9
2017-07-07,50.49
2017-07-08,39.27
2017-07-09,26.01
2017-07-10,42.84
2017-07-11,43.86
2017-07-12,41.31
2017-07-13,40.8
2017-07-14,49.47
2017-07-15,42.33
2017-07-16,27.54
2017-07-17,42.33
2017-07-18,44.88
2017-07-19,47.43
2017-07-20,42.33
2017-07-21,45.9
2017-07-22,38.76
2017-07-23,24.48
2017-07-24,39.27
2017-07-25,40.8
2017-07-26,42.33
2017-07-27,42.33
2017-07-28,47.43
2017-07-29,42.84
2017-07-30,28.05
2017-07-31,46.92
2017-08-01,49.0
2017-08-02,42.63
2017-08-03,43.61
2017-08-04,48.51
2017-08-05,39.69
2017-08-06,25.97
2017-08-07,41.16
2017-08-08,41.16
2017-08-09,40.18
2017-08-10,39.69
2017-08-11,45.08
2017-08-12,37.73
2017-08-13,26.46
2017-08-14,40.67
2017-08-15,44.1
2017-08-16,40.18
2017-08-17,39.69
2017-08-18,44.1
2017-08-19,37.73
2017-08-20,24.5
2017-08-21,35.28
2017-08-22,39.69
2017-08-23,37.73
2017-08-24,37.73
2017-08-25,43.12
2017-08-26,35.769999999999996
2017-08-27,22.05
2017-08-28,37.73
2017-08-29,38.22
2017-08-30,40.18
2017-08-31,42.63
2017-09-01,48.0
2017-09-02,38.4
2017-09-03,23.04
2017-09-04,26.4
2017-09-05,38.4
2017-09-06,36.0
2017-09-07,35.519999999999996
2017-09-08,39.36
2017-09-09,31.2
2017-09-10,19.68
2017-09-11,31.68
2017-09-12,34.08
2017-09-13,36.0
2017-09-14,36.48
2017-09-15,44.16
2017-09-16,34.56
2017-09-17,22.08
2017-09-18,36.48
2017-09-19,34.08
2017-09-20,34.56
2017-09-21,35.04
2017-09-22,38.4
2017-09-23,32.16
2017-09-24,22.56
2017-09-25,34.08
2017-09-26,33.12
2017-09-27,32.64
2017-09-28,34.56
2017-09-29,43.199999999999996
2017-09-30,38.4
2017-10-01,27.6
2017-10-02,40.480000000000004
2017-10-03,42.32
2017-10-04,39.1
2017-10-05,40.02
2017-10-06,44.620000000000005
2017-10-07,36.34
2017-10-08,25.3
2017-10-09,37.72
2017-10-10,39.1
2017-10-11,39.1
2017-10-12,39.56
2017-10-13,46.0
2017-10-14,38.64
2017-10-15,24.84
2017-10-16,40.02
2017-10-17,39.56
2017-10-18,36.34
2017-10-19,37.260000000000005
2017-10-20,41.4
2017-10-21,35.88
2017-10-22,24.84
2017-10-23,35.88
2017-10-24,36.34
2017-10-25,35.42
2017-10-26,35.42
2017-10-27,39.56
2017-10-28,34.04
2017-10-29,22.540000000000003
2017-10-30,35.42
2017-10-31,38.18
2017-11-01,40.480000000000004
2017-11-02,39.56
2017-11-03,45.54
2017-11-04,38.18
2017-11-05,24.380000000000003
2017-11-06,37.72
2017-11-07,36.800000000000004
2017-11-08,35.42
2017-11-09,36.800000000000004
2017-11-10,46.0
2017-11-11,38.18
2017-11-12,23.0
2017-11-13,38.18
2017-11-14,37.72
2017-11-15,38.64
2017-11-16,37.260000000000005
2017-11-17,41.4
2017-11-18,35.88
2017-11-19,23.46
2017-11-20,36.800000000000004
2017-11-21,39.56
2017-11-22,42.32
2017-11-23,24.84
2017-11-24,38.18
2017-11-25,33.58
2017-11-26,25.3
2017-11-27,36.800000000000004
2017-11-28,37.72
2017-11-29,34.96
2017-11-30,40.02
2017-12-01,47.04
2017-12-02,41.16
2017-12-03,26.95
2017-12-04,39.2
2017-12-05,39.69
2017-12-06,36.75
2017-12-07,36.75
2017-12-08,41.16
2017-12-09,36.26
2017-12-10,23.03
2017-12-11,35.769999999999996
2017-12-12,36.26
2017-12-13,35.769999999999996
2017-12-14,35.769999999999996
2017-12-15,43.12
2017-12-16,39.2
2017-12-17,24.009999999999998
2017-12-18,36.75
2017-12-19,39.2
2017-12-20,37.73
2017-12-21,39.2
2017-12-22,47.04
2017-12-23,38.22
2017-12-24,22.54
2017-12-25,15.68
2017-12-26,37.24
2017-12-27,40.18
2017-12-28,41.65
2017-12-29,49.0
2017-12-30,38.22
2017-12-31,23.03
2018-01-01,25.38
2018-01-02,44.65
2018-01-03,43.239999999999995
2018-01-04,39.48
2018-01-05,47.0
2018-01-06,37.599999999999994
2018-01-07,23.5
2018-01-08,36.66
2018-01-09,37.599999999999994
2018-01-10,38.54
2018-01-11,37.129999999999995
2018-01-12,43.71
2018-01-13,38.07
2018-01-14,24.439999999999998
2018-01-15,36.19
2018-01-16,39.949999999999996
2018-01-17,40.419999999999995
2018-01-18,39.48
2018-01-19,42.769999999999996
2018-01-20,35.72
2018-01-21,22.56
2018-01-22,37.129999999999995
2018-01-23,39.949999999999996
2018-01-24,37.599999999999994
2018-01-25,37.599999999999994
2018-01-26,42.3
2018-01-27,37.129999999999995
2018-01-28,24.91
2018-01-29,36.19
2018-01-30,37.129999999999995
2018-01-31,38.54
2018-02-01,44.65
2018-02-02,47.0
2018-02-03,45.12
2018-02-04,26.32
2018-02-05,37.129999999999995
2018-02-06,39.48
2018-02-07,38.07
2018-02-08,39.01
2018-02-09,42.3
2018-02-10,39.48
2018-02-11,25.38
2018-02-12,37.599999999999994
2018-02-13,38.07
2018-02-14,36.66
2018-02-15,39.48
2018-02-16,45.589999999999996
2018-02-17,38.07
2018-02-18,25.38
2018-02-19,35.25
2018-02-20,41.36
2018-02-21,41.36
2018-02-22,40.89
2018-02-23,43.71
2018-02-24,39.949999999999996
2018-02-25,25.38
2018-02-26,38.07
2018-02-27,40.89
2018-02-28,43.71
2018-03-01,42.78
2018-03-02,42.78
2018-03-03,40.940000000000005
2018-03-04,25.76
2018-03-05,38.64
2018-03-06,38.18
2018-03-07,35.88
2018-03-08,35.42
2018-03-09,40.940000000000005
2018-03-10,36.800000000000004
2018-03-11,23.46
2018-03-12,36.800000000000004
2018-03-13,35.42
2018-03-14,35.88
2018-03-15,37.72
2018-03-16,41.4
2018-03-17,34.96
2018-03-18,23.46
2018-03-19,34.96
2018-03-20,34.96
2018-03-21,33.58
2018-03-22,33.58
2018-03-23,39.1
2018-03-24,34.04
2018-03-25,22.540000000000003
2018-03-26,34.5
2018-03-27,36.34
2018-03-28,34.5
2018-03-29,37.260000000000005
2018-03-30,46.0
2018-03-31,34.96
2018-04-01,24.2
2018-04-02,43.56
2018-04-03,42.24
2018-04-04,38.72
2018-04-05,38.28
2018-04-06,41.8
2018-04-07,37.4
2018-04-08,25.52
2018-04-09,37.84
2018-04-10,37.84
2018-04-11,37.84
2018-04-12,36.96
2018-04-13,44.0
2018-04-14,36.96
2018-04-15,25.96
2018-04-16,38.72
2018-04-17,38.72
2018-04-18,37.4
2018-04-19,36.08
2018-04-20,39.160000000000004
2018-04-21,34.32
2018-04-22,22.88
2018-04-23,35.64
2018-04-24,36.08
2018-04-25,37.4
2018-04-26,35.2
2018-04-27,40.04
2018-04-28,35.64
2018-04-29,24.64
2018-04-30,40.04
2018-05-01,44.0
2018-05-02,40.04
2018-05-03,39.6
2018-05-04,43.12
2018-05-05,38.28
2018-05-06,23.32
2018-05-07,37.84
2018-05-08,36.96
2018-05-09,37.84
2018-05-10,36.96
2018-05-11,44.0
2018-05-12,33.88
2018-05-13,22.44
2018-05-14,37.4
2018-05-15,40.04
2018-05-16,37.84
2018-05-17,36.52
2018-05-18,41.8
2018-05-19,34.76
2018-05-20,24.2
2018-05-21,37.84
2018-05-22,36.08
2018-05-23,35.2
2018-05-24,36.08
2018-05-25,42.24
2018-05-26,35.64
2018-05-27,22.0
2018-05-28,25.52
2018-05-29,37.4
2018-05-30,40.92
2018-05-31,41.36
2018-06-01,46.529999999999994
2018-06-02,39.48
2018-06-03,25.38
2018-06-04,40.419999999999995
2018-06-05,39.01
2018-06-06,37.129999999999995
2018-06-07,35.72
2018-06-08,42.3
2018-06-09,34.78
2018-06-10,23.029999999999998
2018-06-11,37.599999999999994
2018-06-12,35.72
2018-06-13,36.66
2018-06-14,35.25
2018-06-15,44.18
2018-06-16,35.72
2018-06-17,21.619999999999997
2018-06-18,38.07
2018-06-19,36.19
2018-06-20,36.66
2018-06-21,35.72
2018-06-22,40.89
2018-06-23,33.37
2018-06-24,22.09
2018-06-25,36.19
2018-06-26,36.19
2018-06-27,34.78
2018-06-28,36.19
2018-06-29,47.0
2018-06-30,39.01
2018-07-01,25.3
2018-07-02,42.78
2018-07-03,45.080000000000005
2018-07-04,28.98
2018-07-05,41.86
2018-07-06,46.0
2018-07-07,35.88
2018-07-08,23.46
2018-07-09,39.1
2018-07-10,38.64
2018-07-11,37.260000000000005
2018-07-12,39.1
2018-07-13,45.54
2018-07-14,35.42
2018-07-15,23.0
2018-07-16,40.02
2018-07-17,38.18
2018-07-18,36.800000000000004
2018-07-19,36.34
2018-07-20,40.940000000000005
2018-07-21,33.58
2018-07-22,23.46
2018-07-23,36.34
2018-07-24,37.72
2018-07-25,37.260000000000005
2018-07-26,36.800000000000004
2018-07-27,42.32
2018-07-28,35.42
2018-07-29,24.84
2018-07-30,40.940000000000005
2018-07-31,43.24
2018-08-01,43.239999999999995
2018-08-02,40.419999999999995
2018-08-03,46.059999999999995
2018-08-04,38.54
2018-08-05,22.56
2018-08-06,39.01
2018-08-07,37.599999999999994
2018-08-08,37.129999999999995
2018-08-09,37.129999999999995
2018-08-10,41.36
2018-08-11,33.37
2018-08-12,22.09
2018-08-13,37.599999999999994
2018-08-14,36.19
2018-08-15,40.89
2018-08-16,38.07
2018-08-17,40.89
2018-08-18,35.25
2018-08-19,23.029999999999998
2018-08-20,38.54
2018-08-21,37.599999999999994
2018-08-22,35.25
2018-08-23,35.72
2018-08-24,41.36
2018-08-25,34.78
2018-08-26,23.029999999999998
2018-08-27,36.19
2018-08-28,36.19
2018-08-29,34.78
2018-08-30,36.19
2018-08-31,47.0
2018-09-01,43.0
2018-09-02,22.36
2018-09-03,25.8
2018-09-04,39.13
2018-09-05,38.269999999999996
2018-09-06,35.26
2018-09-07,38.7
2018-09-08,32.68
2018-09-09,20.21
2018-09-10,33.54
2018-09-11,32.68
2018-09-12,32.68
2018-09-13,32.25
2018-09-14,37.839999999999996
2018-09-15,32.25
2018-09-16,20.64
2018-09-17,32.68
2018-09-18,31.82
2018-09-19,32.25
2018-09-20,32.25
2018-09-21,35.26
2018-09-22,30.53
2018-09-23,19.78
2018-09-24,31.82
2018-09-25,31.39
2018-09-26,31.39
2018-09-27,30.099999999999998
2018-09-28,36.55
2018-09-29,33.97
2018-09-30,22.36
2018-10-01,42.0
2018-10-02,39.059999999999995
2018-10-03,38.22
2018-10-04,36.96
2018-10-05,41.58
2018-10-06,36.54
2018-10-07,23.099999999999998
2018-10-08,36.54
2018-10-09,38.64
2018-10-10,36.12
2018-10-11,33.6
2018-10-12,42.0
2018-10-13,34.86
2018-10-14,23.099999999999998
2018-10-15,37.379999999999995
2018-10-16,36.54
2018-10-17,34.019999999999996
2018-10-18,35.28
2018-10-19,40.32
2018-10-20,33.18
2018-10-21,21.84
2018-10-22,36.12
2018-10-23,34.86
2018-10-24,31.08
2018-10-25,31.919999999999998
2018-10-26,38.64
2018-10-27,31.08
2018-10-28,21.419999999999998
2018-10-29,34.019999999999996
2018-10-30,34.019999999999996
2018-10-31,35.28
2018-11-01,36.489999999999995
2018-11-02,40.589999999999996
2018-11-03,34.85
2018-11-04,22.959999999999997
2018-11-05,33.62
2018-11-06,36.08
2018-11-07,28.29
2018-11-08,31.159999999999997
2018-11-09,36.9
2018-11-10,32.8
2018-11-11,20.09
2018-11-12,31.159999999999997
2018-11-13,34.03
2018-11-14,34.03
2018-11-15,32.39
2018-11-16,37.309999999999995
2018-11-17,34.03
2018-11-18,20.5
2018-11-19,33.21
2018-11-20,34.44
2018-11-21,38.949999999999996
2018-11-22,21.32
2018-11-23,33.62
2018-11-24,28.29
2018-11-25,20.91
2018-11-26,32.39
2018-11-27,32.39
2018-11-28,33.21
2018-11-29,31.979999999999997
2018-11-30,41.0
2018-12-01,38.22
2018-12-02,23.939999999999998
2018-12-03,36.96
2018-12-04,36.96
2018-12-05,35.699999999999996
2018-12-06,33.6
2018-12-07,37.8
2018-12-08,32.76
2018-12-09,21.419999999999998
2018-12-10,34.019999999999996
2018-12-11,33.18
2018-12-12,32.339999999999996
2018-12-13,32.339999999999996
2018-12-14,40.32
2018-12-15,35.699999999999996
2018-12-16,21.84
2018-12-17,34.019999999999996
2018-12-18,34.44
2018-12-19,34.44
2018-12-20,35.28
2018-12-21,41.16
2018-12-22,36.96
2018-12-23,25.2
2018-12-24,42.0
2018-12-25,16.8
2018-12-26,36.54
2018-12-27,36.96
2018-12-28,41.58
2018-12-29,36.12
2018-12-30,21.84
2018-12-31,40.32
2019-01-01,26.24
2019-01-02,38.54
2019-01-03,38.54
2019-01-04,41.0
2019-01-05,36.08
2019-01-06,21.73
2019-01-07,33.62
2019-01-08,33.21
2019-01-09,32.8
2019-01-10,31.569999999999997
2019-01-11,36.9
2019-01-12,31.979999999999997
2019-01-13,20.5
2019-01-14,33.62
2019-01-15,35.669999999999995
2019-01-16,34.03
2019-01-17,31.569999999999997
2019-01-18,36.08
2019-01-19,32.39
2019-01-20,19.68
2019-01-21,28.7
2019-01-22,32.39
2019-01-23,32.8
2019-01-24,31.569999999999997
2019-01-25,35.26
2019-01-26,32.8
2019-01-27,20.5
2019-01-28,31.979999999999997
2019-01-29,31.159999999999997
2019-01-30,31.569999999999997
2019-01-31,34.44
2019-02-01,42.0
2019-02-02,38.22
2019-02-03,22.68
2019-02-04,33.6
2019-02-05,34.86
2019-02-06,32.76
2019-02-07,31.919999999999998
2019-02-08,36.96
2019-02-09,34.44
2019-02-10,21.0
2019-02-11,33.18
2019-02-12,33.18
2019-02-13,32.339999999999996
2019-02-14,30.66
2019-02-15,40.32
2019-02-16,35.699999999999996
2019-02-17,23.939999999999998
2019-02-18,31.08
2019-02-19,34.44
2019-02-20,35.699999999999996
2019-02-21,33.18
2019-02-22,38.22
2019-02-23,33.18
2019-02-24,23.099999999999998
2019-02-25,33.6
2019-02-26,33.6
2019-02-27,36.12
2019-02-28,36.54
2019-03-01,42.0
2019-03-02,36.54
2019-03-03,21.419999999999998
2019-03-04,33.18
2019-03-05,32.339999999999996
2019-03-06,29.82
2019-03-07,31.08
2019-03-08,34.44
2019-03-09,31.919999999999998
2019-03-10,20.16
2019-03-11,31.08
2019-03-12,30.24
2019-03-13,28.56
2019-03-14,29.82
2019-03-15,35.28
2019-03-16,30.66
2019-03-17,20.16
2019-03-18,31.919999999999998
2019-03-19,31.919999999999998
2019-03-20,29.82
2019-03-21,29.4
2019-03-22,34.86
2019-03-23,31.08
2019-03-24,19.74
2019-03-25,31.08
2019-03-26,30.24
2019-03-27,31.08
2019-03-28,29.82
2019-03-29,36.96
2019-03-30,31.5
2019-03-31,20.58
2019-04-01,39.48
2019-04-02,38.22
2019-04-03,37.379999999999995
2019-04-04,34.86
2019-04-05,41.58
2019-04-06,36.54
2019-04-07,23.099999999999998
2019-04-08,35.28
2019-04-09,39.9
2019-04-10,39.059999999999995
2019-04-11,36.12
2019-04-12,40.74
2019-04-13,36.96
2019-04-14,23.52
2019-04-15,39.9
2019-04-16,36.12
2019-04-17,35.28
2019-04-18,35.699999999999996
2019-04-19,42.0
2019-04-20,33.18
2019-04-21,19.32
2019-04-22,34.019999999999996
2019-04-23,34.019999999999996
2019-04-24,33.18
2019-04-25,32.76
2019-04-26,36.12
2019-04-27,31.5
2019-04-28,21.84
2019-04-29,35.28
2019-04-30,36.12
2019-05-01,33.21
2019-05-02,31.569999999999997
2019-05-03,36.08
2019-05-04,31.979999999999997
2019-05-05,19.27
2019-05-06,29.93
2019-05-07,31.159999999999997
2019-05-08,28.29
2019-05-09,27.88
2019-05-10,32.39
2019-05-11,29.11
2019-05-12,17.63
2019-05-13,30.34
2019-05-14,31.159999999999997
2019-05-15,31.159999999999997
2019-05-16,29.52
2019-05-17,34.44
2019-05-18,29.93
2019-05-19,18.04
2019-05-20,29.93
2019-05-21,30.749999999999996
2019-05-22,29.93
2019-05-23,29.11
2019-05-24,34.85
2019-05-25,30.749999999999996
2019-05-26,18.04
2019-05-27,20.91
2019-05-28,32.8
2019-05-29,31.569999999999997
2019-05-30,32.39
2019-05-31,41.0
2019-06-01,41.8
2019-06-02,24.64
2019-06-03,40.92
2019-06-04,38.28
2019-06-05,36.96
2019-06-06,36.96
2019-06-07,40.48
2019-06-08,34.76
2019-06-09,21.56
2019-06-10,39.160000000000004
2019-06-11,36.08
2019-06-12,35.64
2019-06-13,34.76
2019-06-14,42.24
2019-06-15,34.32
2019-06-16,22.0
2019-06-17,37.4
2019-06-18,36.52
2019-06-19,36.52
2019-06-20,36.08
2019-06-21,40.04
2019-06-22,34.32
2019-06-23,22.88
2019-06-24,38.28
2019-06-25,36.08
2019-06-26,36.52
2019-06-27,36.52
2019-06-28,44.0
2019-06-29,37.84
2019-06-30,24.64
2019-07-01,43.56
2019-07-02,41.8
2019-07-03,42.68
2019-07-04,27.28
2019-07-05,44.0
2019-07-06,34.32
2019-07-07,22.44
2019-07-08,38.28
2019-07-09,38.72
2019-07-10,37.4
2019-07-11,35.64
2019-07-12,42.24
2019-07-13,34.76
2019-07-14,22.44
2019-07-15,39.6
2019-07-16,36.96
2019-07-17,36.96
2019-07-18,35.2
2019-07-19,40.92
2019-07-20,33.88
2019-07-21,22.44
2019-07-22,36.52
2019-07-23,36.08
2019-07-24,34.76
2019-07-25,35.64
2019-07-26,40.48
2019-07-27,33.44
2019-07-28,22.88
2019-07-29,37.84
2019-07-30,39.160000000000004
2019-07-31,39.160000000000004
2019-08-01,42.32
2019-08-02,46.0
2019-08-03,36.800000000000004
2019-08-04,23.46
2019-08-05,39.1
2019-08-06,38.18
2019-08-07,36.34
2019-08-08,36.800000000000004
2019-08-09,40.480000000000004
2019-08-10,33.58
2019-08-11,22.080000000000002
2019-08-12,36.34
2019-08-13,37.72
2019-08-14,35.88
2019-08-15,38.64
2019-08-16,40.480000000000004
2019-08-17,33.120000000000005
2019-08-18,22.080000000000002
2019-08-19,35.88
2019-08-20,36.34
2019-08-21,35.42
2019-08-22,34.5
2019-08-23,38.18
2019-08-24,33.58
2019-08-25,21.16
2019-08-26,34.5
2019-08-27,33.58
2019-08-28,34.04
2019-08-29,34.5
2019-08-30,39.56
2019-08-31,35.88
2019-09-01,22.549999999999997
2019-09-02,24.189999999999998
2019-09-03,39.36
2019-09-04,41.0
2019-09-05,36.489999999999995
2019-09-06,38.54
2019-09-07,34.44
2019-09-08,21.32
2019-09-09,34.44
2019-09-10,34.03
2019-09-11,33.21
2019-09-12,33.62
2019-09-13,37.72
2019-09-14,33.21
2019-09-15,21.32
2019-09-16,33.62
2019-09-17,33.62
2019-09-18,32.8
2019-09-19,31.569999999999997
2019-09-20,36.08
2019-09-21,30.749999999999996
2019-09-22,18.86
2019-09-23,32.8
2019-09-24,32.8
2019-09-25,31.569999999999997
2019-09-26,31.569999999999997
2019-09-27,36.08
2019-09-28,33.21
2019-09-29,20.5
2019-09-30,37.309999999999995
2019-10-01,40.589999999999996
2019-10-02,37.72
2019-10-03,37.309999999999995
2019-10-04,41.0
2019-10-05,33.62
2019-10-06,23.369999999999997
2019-10-07,35.26
2019-10-08,34.85
2019-10-09,34.03
2019-10-10,32.8
2019-10-11,38.129999999999995
2019-10-12,34.85
2019-10-13,21.32
2019-10-14,35.669999999999995
2019-10-15,36.489999999999995
2019-10-16,37.309999999999995
2019-10-17,35.26
2019-10-18,37.309999999999995
2019-10-19,31.979999999999997
2019-10-20,20.09
2019-10-21,34.03
2019-10-22,32.8
2019-10-23,31.569999999999997
2019-10-24,31.159999999999997
2019-10-25,36.08
2019-10-26,29.93
2019-10-27,19.27
2019-10-28,31.979999999999997
2019-10-29,31.979999999999997
2019-10-30,36.489999999999995
2019-10-31,31.979999999999997
2019-11-01,39.0
2019-11-02,33.15
2019-11-03,20.67
2019-11-04,32.76
2019-11-05,33.54
2019-11-06,30.03
2019-11-07,29.25
2019-11-08,33.54
2019-11-09,29.25
2019-11-10,17.94
2019-11-11,27.3
2019-11-12,30.03
2019-11-13,29.25
2019-11-14,28.080000000000002
2019-11-15,35.49
2019-11-16,29.25
2019-11-17,17.55
2019-11-18,28.86
2019-11-19,29.25
2019-11-20,28.86
2019-11-21,27.69
2019-11-22,32.370000000000005
2019-11-23,26.130000000000003
2019-11-24,19.11
2019-11-25,27.69
2019-11-26,29.64
2019-11-27,32.76
2019-11-28,18.330000000000002
2019-11-29,32.76
2019-11-30,28.080000000000002
2019-12-01,20.67
2019-12-02,31.200000000000003
2019-12-03,31.98
2019-12-04,29.64
2019-12-05,29.64
2019-12-06,32.76
2019-12-07,28.470000000000002
2019-12-08,17.94
2019-12-09,27.69
2019-12-10,28.470000000000002
2019-12-11,27.3
2019-12-12,27.3
2019-12-13,32.370000000000005
2019-12-14,29.25
2019-12-15,17.94
2019-12-16,30.03
2019-12-17,29.64
2019-12-18,28.86
2019-12-19,28.080000000000002
2019-12-20,33.93
2019-12-21,30.03
2019-12-22,19.11
2019-12-23,32.76
2019-12-24,35.1
2019-12-25,15.600000000000001
2019-12-26,29.25
2019-12-27,33.54
2019-12-28,28.86
2019-12-29,17.94
2019-12-30,32.76
2019-12-31,39.0
2020-01-01,23.01
2020-01-02,35.1
2020-01-03,39.0
2020-01-04,32.76
2020-01-05,19.5
2020-01-06,31.59
2020-01-07,31.59
2020-01-08,29.25
2020-01-09,30.03
2020-01-10,32.370000000000005
2020-01-11,28.080000000000002
2020-01-12,17.55
2020-01-13,28.470000000000002
2020-01-14,29.25
2020-01-15,31.59
2020-01-16,28.86
2020-01-17,32.76
2020-01-18,29.25
2020-01-19,17.94
2020-01-20,26.52
2020-01-21,29.64
2020-01-22,30.42
2020-01-23,28.86
2020-01-24,31.98
2020-01-25,28.86
2020-01-26,16.38
2020-01-27,26.52
2020-01-28,28.86
2020-01-29,27.3
2020-01-30,29.25
2020-01-31,35.88
2020-02-01,37.050000000000004
2020-02-02,20.67
2020-02-03,32.370000000000005
2020-02-04,34.32
2020-02-05,31.59
2020-02-06,30.42
2020-02-07,35.49
2020-02-08,31.98
2020-02-09,21.060000000000002
2020-02-10,30.42
2020-02-11,30.810000000000002
2020-02-12,31.98
2020-02-13,30.42
2020-02-14,35.88
2020-02-15,31.200000000000003
2020-02-16,20.28
2020-02-17,30.42
2020-02-18,32.370000000000005
2020-02-19,32.76
2020-02-20,31.59
2020-02-21,35.49
2020-02-22,30.42
2020-02-23,19.5
2020-02-24,30.810000000000002
2020-02-25,32.370000000000005
2020-02-26,31.98
2020-02-27,31.98
2020-02-28,39.0
2020-02-29,35.49
2020-03-01,22.62
2020-03-02,37.050000000000004
2020-03-03,35.1
2020-03-04,33.54
2020-03-05,31.59
2020-03-06,37.050000000000004
2020-03-07,33.15
2020-03-08,20.67
2020-03-09,33.93
2020-03-10,31.59
2020-03-11,31.59
2020-03-12,28.86
2020-03-13,35.1
2020-03-14,29.64
2020-03-15,20.67
2020-03-16,34.71
2020-03-17,33.54
2020-03-18,32.370000000000005
2020-03-19,33.54
2020-03-20,39.0
2020-03-21,29.25
2020-03-22,19.11
2020-03-23,32.76
2020-03-24,33.15
2020-03-25,30.810000000000002
2020-03-26,31.59
2020-03-27,35.1
2020-03-28,26.52
2020-03-29,17.94
2020-03-30,34.71
2020-03-31,37.44
2020-04-01,29.279999999999998
2020-04-02,29.279999999999998
2020-04-03,38.4
2020-04-04,25.919999999999998
2020-04-05,16.32
2020-04-06,29.279999999999998
2020-04-07,27.84
2020-04-08,27.84
2020-04-09,27.36
2020-04-10,30.72
2020-04-11,23.52
2020-04-12,16.32
2020-04-13,35.519999999999996
2020-04-14,37.44
2020-04-15,48.0
2020-04-16,36.48
2020-04-17,34.08
2020-04-18,25.439999999999998
2020-04-19,16.8
2020-04-20,30.24
2020-04-21,29.759999999999998
2020-04-22,28.32
2020-04-23,27.36
2020-04-24,29.279999999999998
2020-04-25,22.56
2020-04-26,16.32
2020-04-27,30.24
2020-04-28,30.24
2020-04-29,30.72
2020-04-30,30.24
