date,Pfizer
2013-06-11,53.0
2013-06-12,37.63
2013-06-13,41.34
2013-06-14,36.57
2013-06-15,18.55
2013-06-16,19.61
2013-06-17,36.57
2013-06-18,46.64
2013-06-19,31.270000000000003
2013-06-20,29.150000000000002
2013-06-21,35.510000000000005
2013-06-22,13.25
2013-06-23,11.66
2013-06-24,35.510000000000005
2013-06-25,27.560000000000002
2013-06-26,34.45
2013-06-27,28.09
2013-06-28,26.5
2013-06-29,8.48
2013-06-30,20.67
2013-07-01,22.36
2013-07-02,23.65
2013-07-03,18.49
2013-07-04,15.049999999999999
2013-07-05,14.62
2013-07-06,12.47
2013-07-07,7.31
2013-07-08,27.52
2013-07-09,25.8
2013-07-10,30.099999999999998
2013-07-11,27.09
2013-07-12,25.8
2013-07-13,12.47
2013-07-14,13.76
2013-07-15,22.79
2013-07-16,21.93
2013-07-17,24.509999999999998
2013-07-18,20.21
2013-07-19,19.35
2013-07-20,15.91
2013-07-21,11.18
2013-07-22,27.09
2013-07-23,25.37
2013-07-24,22.36
2013-07-25,27.52
2013-07-26,26.66
2013-07-27,8.6
2013-07-28,15.049999999999999
2013-07-29,33.54
2013-07-30,43.0
2013-07-31,32.25
2013-08-01,32.3
2013-08-02,28.5
2013-08-03,17.1
2013-08-04,14.06
2013-08-05,35.34
2013-08-06,35.34
2013-08-07,38.0
2013-08-08,33.06
2013-08-09,30.02
2013-08-10,12.16
2013-08-11,14.82
2013-08-12,36.86
2013-08-13,30.02
2013-08-14,31.92
2013-08-15,26.98
2013-08-16,24.7
2013-08-17,11.4
2013-08-18,18.240000000000002
2013-08-19,25.46
2013-08-20,27.36
2013-08-21,23.94
2013-08-22,28.12
2013-08-23,28.88
2013-08-24,15.2
2013-08-25,15.58
2013-08-26,30.4
2013-08-27,34.58
2013-08-28,28.12
2013-08-29,34.2
2013-08-30,20.52
2013-08-31,10.26
2013-09-01,9.120000000000001
2013-09-02,10.64
2013-09-03,26.98
2013-09-04,28.12
2013-09-05,33.06
2013-09-06,33.44
2013-09-07,12.92
2013-09-08,18.62
2013-09-09,36.480000000000004
2013-09-10,22.04
2013-09-11,24.32
2013-09-12,22.8
2013-09-13,24.7
2013-09-14,15.2
2013-09-15,18.62
2013-09-16,20.14
2013-09-17,32.68
2013-09-18,24.7
2013-09-19,28.12
2013-09-20,24.7
2013-09-21,17.86
2013-09-22,15.96
2013-09-23,38.0
2013-09-24,30.02
2013-09-25,32.3
2013-09-26,30.78
2013-09-27,20.52
2013-09-28,8.36
2013-09-29,9.88
2013-09-30,26.22
2013-10-01,30.66
2013-10-02,31.5
2013-10-03,25.2
2013-10-04,25.619999999999997
2013-10-05,17.64
2013-10-06,16.38
2013-10-07,25.2
2013-10-08,30.24
2013-10-09,31.5
2013-10-10,29.4
2013-10-11,23.099999999999998
2013-10-12,13.44
2013-10-13,20.58
2013-10-14,26.88
2013-10-15,31.919999999999998
2013-10-16,30.66
2013-10-17,26.04
2013-10-18,30.24
2013-10-19,11.34
2013-10-20,12.18
2013-10-21,28.98
2013-10-22,24.779999999999998
2013-10-23,30.66
2013-10-24,27.72
2013-10-25,20.58
2013-10-26,14.7
2013-10-27,14.28
2013-10-28,30.66
2013-10-29,42.0
2013-10-30,24.36
2013-10-31,23.939999999999998
2013-11-01,24.419999999999998
2013-11-02,7.77
2013-11-03,14.43
2013-11-04,31.82
2013-11-05,35.519999999999996
2013-11-06,25.9
2013-11-07,34.04
2013-11-08,26.27
2013-11-09,12.209999999999999
2013-11-10,13.69
2013-11-11,27.38
2013-11-12,28.12
2013-11-13,37.0
2013-11-14,30.34
2013-11-15,26.27
2013-11-16,15.17
2013-11-17,18.13
2013-11-18,25.16
2013-11-19,33.3
2013-11-20,34.04
2013-11-21,33.3
2013-11-22,25.9
2013-11-23,12.209999999999999
2013-11-24,16.65
2013-11-25,27.009999999999998
2013-11-26,30.71
2013-11-27,22.2
2013-11-28,11.84
2013-11-29,15.54
2013-11-30,12.58
2013-12-01,10.200000000000001
2013-12-02,19.040000000000003
2013-12-03,19.720000000000002
2013-12-04,27.540000000000003
2013-12-05,32.300000000000004
2013-12-06,27.880000000000003
2013-12-07,16.32
2013-12-08,14.96
2013-12-09,19.040000000000003
